image_id,split,class_id,class_name,file_name,original_path,cropped_path,true_color,conflict_color,truth_source,truth_status,acceptable_true_colors,review_status,review_notes,preliminary_color_guess,selection_rank,selection_bucket,selection_tier,quality_score,color_group,candidate_source,prior_issue_flag,reviewer_check_needed,include_in_analysis,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,exclusion_reason,notes
test_01450,test,93,Dodge Challenger SRT8 2011,test_01450.jpg,data/raw/stanford_cars/cars_test/01450.jpg,data/processed/stanford_cars/clean_crops/test_01450.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,14,expanded_white,expanded_v3_white_clean_subset,0.7743,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7743; color_confidence=0.859; background_complexity=0.4929; foreground_dominant_share=0.2895
test_01841,test,188,Toyota Corolla Sedan 2012,test_01841.jpg,data/raw/stanford_cars/cars_test/01841.jpg,data/processed/stanford_cars/clean_crops/test_01841.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,16,expanded_white,expanded_v3_white_clean_subset,0.7715,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7715; color_confidence=0.883; background_complexity=0.5302; foreground_dominant_share=0.2385
test_01993,test,71,Chevrolet Express Van 2007,test_01993.jpg,data/raw/stanford_cars/cars_test/01993.jpg,data/processed/stanford_cars/clean_crops/test_01993.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,104,quality_ranked_fill,base_reviewed_strict_colors,0.7876,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
test_02024,test,14,Audi TTS Coupe 2012,test_02024.jpg,data/raw/stanford_cars/cars_test/02024.jpg,data/processed/stanford_cars/clean_crops/test_02024.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,19,expanded_white,expanded_v3_white_clean_subset,0.7634,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7634; color_confidence=0.838; background_complexity=0.369; foreground_dominant_share=0.1727
test_03599,test,88,Dodge Sprinter Cargo Van 2009,test_03599.jpg,data/raw/stanford_cars/cars_test/03599.jpg,data/processed/stanford_cars/clean_crops/test_03599.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,15,expanded_white,expanded_v3_white_clean_subset,0.7718,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7718; color_confidence=0.851; background_complexity=0.538; foreground_dominant_share=0.2654
test_03751,test,28,BMW 1 Series Coupe 2012,test_03751.jpg,data/raw/stanford_cars/cars_test/03751.jpg,data/processed/stanford_cars/clean_crops/test_03751.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,5,guaranteed_white,base_reviewed_strict_colors,0.8591,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_03865,test,93,Dodge Challenger SRT8 2011,test_03865.jpg,data/raw/stanford_cars/cars_test/03865.jpg,data/processed/stanford_cars/clean_crops/test_03865.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,110,quality_ranked_fill,base_reviewed_strict_colors,0.7868,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_06383,test,44,Bentley Continental Flying Spur Sedan 2007,test_06383.jpg,data/raw/stanford_cars/cars_test/06383.jpg,data/processed/stanford_cars/clean_crops/test_06383.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,14,quality_ranked_fill,base_reviewed_strict_colors,0.8239,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_08029,test,15,Audi R8 Coupe 2012,test_08029.jpg,data/raw/stanford_cars/cars_test/08029.jpg,data/processed/stanford_cars/clean_crops/test_08029.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,20,expanded_white,expanded_v3_white_clean_subset,0.7631,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7631; color_confidence=0.833; background_complexity=0.325; foreground_dominant_share=0.1855
train_00209,train,63,Chevrolet Sonic Sedan 2012,train_00209.jpg,data/raw/stanford_cars/cars_train/00209.jpg,data/processed/stanford_cars/clean_crops/train_00209.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,18,expanded_white,expanded_v3_white_clean_subset,0.7679,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7679; color_confidence=0.834; background_complexity=0.5474; foreground_dominant_share=0.2605
train_00272,train,100,FIAT 500 Convertible 2012,train_00272.jpg,data/raw/stanford_cars/cars_train/00272.jpg,data/processed/stanford_cars/clean_crops/train_00272.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,120,quality_ranked_fill,base_reviewed_strict_colors,0.7827,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_00594,train,174,Ram C/V Cargo Van Minivan 2012,train_00594.jpg,data/raw/stanford_cars/cars_train/00594.jpg,data/processed/stanford_cars/clean_crops/train_00594.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,10,expanded_white,expanded_v3_white_clean_subset,0.7822,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7822; color_confidence=0.908; background_complexity=0.4696; foreground_dominant_share=0.383
train_00925,train,73,Chevrolet Malibu Sedan 2007,train_00925.jpg,data/raw/stanford_cars/cars_train/00925.jpg,data/processed/stanford_cars/clean_crops/train_00925.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white,silver,78,guaranteed_silver,base_reviewed_strict_colors,0.7958,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white
train_01438,train,33,BMW X6 SUV 2012,train_01438.jpg,data/raw/stanford_cars/cars_train/01438.jpg,data/processed/stanford_cars/clean_crops/train_01438.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,17,expanded_white,expanded_v3_white_clean_subset,0.7707,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7707; color_confidence=0.852; background_complexity=0.4669; foreground_dominant_share=0.1931
train_01917,train,132,Hyundai Tucson SUV 2012,train_01917.jpg,data/raw/stanford_cars/cars_train/01917.jpg,data/processed/stanford_cars/clean_crops/train_01917.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,113,quality_ranked_fill,base_reviewed_strict_colors,0.7859,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_02219,train,149,Jeep Compass SUV 2012,train_02219.jpg,data/raw/stanford_cars/cars_train/02219.jpg,data/processed/stanford_cars/clean_crops/train_02219.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,13,expanded_white,expanded_v3_white_clean_subset,0.7776,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7776; color_confidence=0.82; background_complexity=0.471; foreground_dominant_share=0.2145
train_03125,train,170,Nissan Juke Hatchback 2012,train_03125.jpg,data/raw/stanford_cars/cars_train/03125.jpg,data/processed/stanford_cars/clean_crops/train_03125.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,95,quality_ranked_fill,base_reviewed_strict_colors,0.7894,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_05215,train,183,Suzuki SX4 Hatchback 2012,train_05215.jpg,data/raw/stanford_cars/cars_train/05215.jpg,data/processed/stanford_cars/clean_crops/train_05215.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,11,expanded_white,expanded_v3_white_clean_subset,0.78,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.78; color_confidence=0.849; background_complexity=0.4769; foreground_dominant_share=0.161
train_05773,train,130,Hyundai Veloster Hatchback 2012,train_05773.jpg,data/raw/stanford_cars/cars_train/05773.jpg,data/processed/stanford_cars/clean_crops/train_05773.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,103,quality_ranked_fill,base_reviewed_strict_colors,0.7877,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_05942,train,68,Chevrolet TrailBlazer SS 2009,train_05942.jpg,data/raw/stanford_cars/cars_train/05942.jpg,data/processed/stanford_cars/clean_crops/train_05942.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,74,quality_ranked_fill,base_reviewed_strict_colors,0.7968,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_06150,train,169,Nissan NV Passenger Van 2012,train_06150.jpg,data/raw/stanford_cars/cars_train/06150.jpg,data/processed/stanford_cars/clean_crops/train_06150.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit,other,50,quality_ranked_fill,base_reviewed_strict_colors,0.8033,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit
train_07139,train,64,Chevrolet Express Cargo Van 2007,train_07139.jpg,data/raw/stanford_cars/cars_train/07139.jpg,data/processed/stanford_cars/clean_crops/train_07139.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,25,guaranteed_gray,base_reviewed_strict_colors,0.8152,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_07828,train,119,GMC Savana Van 2012,train_07828.jpg,data/raw/stanford_cars/cars_train/07828.jpg,data/processed/stanford_cars/clean_crops/train_07828.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,4,guaranteed_white,base_reviewed_strict_colors,0.8591,white,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_00630,test,103,Ferrari 458 Italia Convertible 2012,test_00630.jpg,data/raw/stanford_cars/cars_test/00630.jpg,data/processed/stanford_cars/clean_crops/test_00630.jpg,yellow,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,yellow,28,expanded_yellow,expanded_v3_yellow_clean_subset,0.7798,yellow,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7798; color_confidence=0.933; background_complexity=0.4928; foreground_dominant_share=0.0807
test_02182,test,6,Acura Integra Type R 2001,test_02182.jpg,data/raw/stanford_cars/cars_test/02182.jpg,data/processed/stanford_cars/clean_crops/test_02182.jpg,yellow,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,yellow,30,expanded_yellow,expanded_v3_yellow_clean_subset,0.7616,yellow,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7616; color_confidence=0.937; background_complexity=0.5954; foreground_dominant_share=0.2105
test_05721,test,12,Audi RS 4 Convertible 2008,test_05721.jpg,data/raw/stanford_cars/cars_test/05721.jpg,data/processed/stanford_cars/clean_crops/test_05721.jpg,yellow,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,yellow,27,expanded_yellow,expanded_v3_yellow_clean_subset,0.7814,yellow,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7814; color_confidence=0.958; background_complexity=0.2341; foreground_dominant_share=0.1572
test_06344,test,153,Lamborghini Diablo Coupe 2001,test_06344.jpg,data/raw/stanford_cars/cars_test/06344.jpg,data/processed/stanford_cars/clean_crops/test_06344.jpg,yellow,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yellow,61,quality_ranked_fill,base_reviewed_strict_colors,0.8007,yellow,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
train_00853,train,153,Lamborghini Diablo Coupe 2001,train_00853.jpg,data/raw/stanford_cars/cars_train/00853.jpg,data/processed/stanford_cars/clean_crops/train_00853.jpg,yellow,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,yellow,31,expanded_yellow,expanded_v3_yellow_clean_subset,0.7604,yellow,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7604; color_confidence=0.941; background_complexity=0.6567; foreground_dominant_share=0.1678
train_02117,train,153,Lamborghini Diablo Coupe 2001,train_02117.jpg,data/raw/stanford_cars/cars_train/02117.jpg,data/processed/stanford_cars/clean_crops/train_02117.jpg,yellow,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yellow,44,guaranteed_yellow,base_reviewed_strict_colors,0.8053,yellow,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
train_03119,train,24,Audi S4 Sedan 2007,train_03119.jpg,data/raw/stanford_cars/cars_train/03119.jpg,data/processed/stanford_cars/clean_crops/train_03119.jpg,yellow,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,yellow,29,expanded_yellow,expanded_v3_yellow_clean_subset,0.766,yellow,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.766; color_confidence=0.941; background_complexity=0.5693; foreground_dominant_share=0.1026
test_00851,test,72,Chevrolet Monte Carlo Coupe 2007,test_00851.jpg,data/raw/stanford_cars/cars_test/00851.jpg,data/processed/stanford_cars/clean_crops/test_00851.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_black_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7645,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_black_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7645; color_confidence=0.949; background_complexity=0.5108; foreground_dominant_share=0.1567
test_01079,test,51,Cadillac CTS-V Sedan 2012,test_01079.jpg,data/raw/stanford_cars/cars_test/01079.jpg,data/processed/stanford_cars/clean_crops/test_01079.jpg,blue,red,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,,blue,,manual_review_excluded_v3,manual_review_excluded_v3,0.7758,blue,manual_review_v3,no,yes,no,no,no,ambiguous_after_manual_review,"body_core=chromatic; top_scores=[('blue', 1568.8027325943112), ('yellow', 13.97953985631466)]; dominant_share=0.157"
test_01606,test,24,Audi S4 Sedan 2007,test_01606.jpg,data/raw/stanford_cars/cars_test/01606.jpg,data/processed/stanford_cars/clean_crops/test_01606.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_black_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7668,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_black_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7668; color_confidence=0.945; background_complexity=0.6354; foreground_dominant_share=0.1558
test_02823,test,20,Audi S6 Sedan 2011,test_02823.jpg,data/raw/stanford_cars/cars_test/02823.jpg,data/processed/stanford_cars/clean_crops/test_02823.jpg,blue,red,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,,blue,,manual_review_excluded_v3,manual_review_excluded_v3,0.7611,blue,manual_review_v3,no,yes,no,no,no,ambiguous_after_manual_review,"body_core=chromatic; top_scores=[('blue', 1648.8541694954038), ('red', 0.4395192414522171)]; dominant_share=0.070"
test_03109,test,87,Dodge Ram Pickup 3500 Quad Cab 2009,test_03109.jpg,data/raw/stanford_cars/cars_test/03109.jpg,data/processed/stanford_cars/clean_crops/test_03109.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_white_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7649,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_white_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7649; color_confidence=0.948; background_complexity=0.5254; foreground_dominant_share=0.2172
test_03251,test,155,Land Rover LR2 SUV 2012,test_03251.jpg,data/raw/stanford_cars/cars_test/03251.jpg,data/processed/stanford_cars/clean_crops/test_03251.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_silver_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7629,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_silver_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7629; color_confidence=0.937; background_complexity=0.5081; foreground_dominant_share=0.1513
test_04952,test,81,Chrysler PT Cruiser Convertible 2008,test_04952.jpg,data/raw/stanford_cars/cars_test/04952.jpg,data/processed/stanford_cars/clean_crops/test_04952.jpg,black,white,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=black | residual_black_vehicle_misread_after_v2_refresh,black,,manual_review_excluded_v3,manual_review_excluded_v3,0.8183,black,manual_review_v3,no,yes,no,no,no,ambiguous_after_manual_review,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=black | residual_black_vehicle_misread_after_v2_refresh | reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=black | residual_black_vehicle_misread_after_v2_refresh | body_core=neutral_dark; dark_neutral=0.560; dominant_share=0.459
test_05175,test,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,test_05175.jpg,data/raw/stanford_cars/cars_test/05175.jpg,data/processed/stanford_cars/clean_crops/test_05175.jpg,black,white,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,,black,,manual_review_excluded_v3,manual_review_excluded_v3,0.779,black,manual_review_v3,no,yes,no,no,no,ambiguous_after_manual_review,body_core=neutral_dark; dark_neutral=0.469; dominant_share=0.265
test_05224,test,185,Tesla Model S Sedan 2012,test_05224.jpg,data/raw/stanford_cars/cars_test/05224.jpg,data/processed/stanford_cars/clean_crops/test_05224.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_silver_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7783,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_silver_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7783; color_confidence=0.95; background_complexity=0.5798; foreground_dominant_share=0.169
test_06253,test,114,Ford F-150 Regular Cab 2007,test_06253.jpg,data/raw/stanford_cars/cars_test/06253.jpg,data/processed/stanford_cars/clean_crops/test_06253.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_gray_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7773,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_gray_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7773; color_confidence=0.954; background_complexity=0.5471; foreground_dominant_share=0.1607
test_06328,test,176,Rolls-Royce Ghost Sedan 2012,test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,blue,red,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,,manual_review_excluded_v3,manual_review_excluded_v3,0.8313,blue,manual_review_v3,no,yes,no,no,no,ambiguous_after_manual_review,"codex_single_review_contact_sheet_confirmed: reviewed=blue | codex_single_review_contact_sheet_confirmed: reviewed=blue | body_core=chromatic; top_scores=[('blue', 522.1971382498741), ('red', 0.18918778002262115)]; dominant_share=0.347"
test_06708,test,94,Dodge Durango SUV 2012,test_06708.jpg,data/raw/stanford_cars/cars_test/06708.jpg,data/processed/stanford_cars/clean_crops/test_06708.jpg,black,white,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,,manual_review_excluded_v3,manual_review_excluded_v3,0.7908,black,manual_review_v3,yes,yes,no,no,no,ambiguous_after_manual_review,"prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit | prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit | body_core=chromatic; top_scores=[('blue', 184.22441636770964), ('orange', 27.526088774204254)]; dominant_share=0.397"
test_06787,test,144,Jaguar XK XKR 2012,test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,black,white,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,,manual_review_excluded_v3,manual_review_excluded_v3,0.8111,black,manual_review_v3,yes,yes,no,no,no,ambiguous_after_manual_review,"prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit | prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit | body_core=chromatic; top_scores=[('red', 52.2631563693285), ('brown', 10.427747465670109)]; dominant_share=0.508"
test_07319,test,153,Lamborghini Diablo Coupe 2001,test_07319.jpg,data/raw/stanford_cars/cars_test/07319.jpg,data/processed/stanford_cars/clean_crops/test_07319.jpg,white,black,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_gold_beige_after_manual_review,white,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7643,white,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_gold_beige_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7643; color_confidence=0.832; background_complexity=0.4293; foreground_dominant_share=0.2381
test_07434,test,115,Ford Focus Sedan 2007,test_07434.jpg,data/raw/stanford_cars/cars_test/07434.jpg,data/processed/stanford_cars/clean_crops/test_07434.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_white_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7596,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_white_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7596; color_confidence=0.929; background_complexity=0.5296; foreground_dominant_share=0.1501
test_07887,test,132,Hyundai Tucson SUV 2012,test_07887.jpg,data/raw/stanford_cars/cars_test/07887.jpg,data/processed/stanford_cars/clean_crops/test_07887.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_silver_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7615,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_silver_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7615; color_confidence=0.947; background_complexity=0.5021; foreground_dominant_share=0.2258
test_07916,test,167,Mitsubishi Lancer Sedan 2012,test_07916.jpg,data/raw/stanford_cars/cars_test/07916.jpg,data/processed/stanford_cars/clean_crops/test_07916.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_white_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7626,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_white_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7626; color_confidence=0.949; background_complexity=0.3782; foreground_dominant_share=0.1243
train_00043,train,119,GMC Savana Van 2012,train_00043.jpg,data/raw/stanford_cars/cars_train/00043.jpg,data/processed/stanford_cars/clean_crops/train_00043.jpg,blue,red,manual_review_v3,manual_expansion_excluded_v3,,manual_expansion_excluded_v3,expansion_candidate_rejected_silver_after_manual_review,blue,,manual_expansion_excluded_v3,do_not_use_in_formal_v3,0.7688,blue,clean_subset_manual_review_v3,no,no,no,no,no,expansion_candidate_rejected_silver_after_manual_review,do_not_use_in_formal_v3 | quality_score=0.7688; color_confidence=0.91; background_complexity=0.4909; foreground_dominant_share=0.1135
train_01346,train,13,Audi A5 Coupe 2012,train_01346.jpg,data/raw/stanford_cars/cars_train/01346.jpg,data/processed/stanford_cars/clean_crops/train_01346.jpg,black,white,manual_review_v3,excluded_after_manual_review_v3,,manual_review_excluded_v3,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=other -> reviewed=black | residual_black_vehicle_misread_after_v2_refresh,other,,manual_review_excluded_v3,manual_review_excluded_v3,0.7898,black,manual_review_v3,yes,yes,no,no,no,ambiguous_after_manual_review,"prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=other -> reviewed=black | residual_black_vehicle_misread_after_v2_refresh | prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=other -> reviewed=black | residual_black_vehicle_misread_after_v2_refresh | body_core=chromatic; top_scores=[('orange', 68.24114067107439), ('red', 37.50356621295214)]; dominant_share=0.518"
