image_id,split,class_id,class_name,file_name,source_image_path,original_path,cropped_path,width,height,original_width,original_height,bbox,bbox_xywh,bbox_area_ratio,bbox_width,bbox_height,aspect_ratio,crop_box,crop_width,crop_height,crop_fill_ratio,target_short_edge,cropped_width,cropped_height,true_color,estimated_color,preliminary_color_guess,color_confidence,needs_manual_review,foreground_dominant_share,background_complexity,quality_score,keep,drop,keep_or_drop,keep_reason,passed_clean_filters,filter_fail_reasons,crop_source,mask_source,focus_pixel_count,score_summary,notes,manual_exclusion_reason,duplicate_group_id,duplicate_canonical_image_id
test_06610,test,18,Audi 100 Wagon 1994,test_06610.jpg,data/raw/stanford_cars/cars_test/06610.jpg,data/raw/stanford_cars/cars_test/06610.jpg,,1280,960,1280,960,"[97, 210, 1211, 841]","[97, 210, 1114, 631]",0.572,1114,631,1.7655,"[0, 96, 1280, 955]",1280,859,0.6393,256,,,gray,gray,gray,0.769,0,0.1037,0.4456,0.6784,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.669; mean_value=0.527; dominant_share=0.087,body_core=neutral_mid; total_neutral=0.669; mean_value=0.527; dominant_share=0.087,,,
test_06613,test,192,Volkswagen Beetle Hatchback 2012,test_06613.jpg,data/raw/stanford_cars/cars_test/06613.jpg,data/raw/stanford_cars/cars_test/06613.jpg,,1024,768,1024,768,"[26, 91, 986, 633]","[26, 91, 960, 542]",0.6616,960,542,1.7712,"[0, 0, 1024, 731]",1024,731,0.6951,256,,,blue,blue,blue,0.737,0,0.1232,0.3729,0.7092,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 945.6541830897331), ('red', 678.4021422639489)]; dominant_share=0.162","body_core=chromatic; top_scores=[('blue', 945.6541830897331), ('red', 678.4021422639489)]; dominant_share=0.162",,,
test_06618,test,191,Volkswagen Golf Hatchback 1991,test_06618.jpg,data/raw/stanford_cars/cars_test/06618.jpg,data/raw/stanford_cars/cars_test/06618.jpg,,800,600,800,600,"[117, 108, 699, 436]","[117, 108, 582, 328]",0.3977,582,328,1.7744,"[12, 49, 800, 495]",788,446,0.5432,256,,,red,red,red,0.935,0,0.091,0.4614,0.6679,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 4828.766591869295), ('brown', 89.1792684495449)]; dominant_share=0.070","body_core=chromatic; top_scores=[('red', 4828.766591869295), ('brown', 89.1792684495449)]; dominant_share=0.070",,,
test_06619,test,164,Mercedes-Benz E-Class Sedan 2012,test_06619.jpg,data/raw/stanford_cars/cars_test/06619.jpg,data/raw/stanford_cars/cars_test/06619.jpg,,1024,768,1024,768,"[26, 151, 992, 711]","[26, 151, 966, 560]",0.6879,966,560,1.725,"[0, 50, 1024, 768]",1024,718,0.7358,256,,,blue,blue,blue,0.932,0,0.1082,0.6453,0.7589,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 2111.956487841904), ('brown', 92.98178325593472)]; dominant_share=0.146","body_core=chromatic; top_scores=[('blue', 2111.956487841904), ('brown', 92.98178325593472)]; dominant_share=0.146",,,
test_06628,test,147,Jeep Liberty SUV 2012,test_06628.jpg,data/raw/stanford_cars/cars_test/06628.jpg,data/raw/stanford_cars/cars_test/06628.jpg,,750,562,750,562,"[33, 115, 684, 484]","[33, 115, 651, 369]",0.5699,651,369,1.7642,"[0, 49, 750, 550]",750,501,0.6393,256,,,blue,blue,blue,0.704,0,0.1276,0.7093,0.6338,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 417.73738400638103), ('yellow', 284.17533659935)]; dominant_share=0.129","body_core=chromatic; top_scores=[('blue', 417.73738400638103), ('yellow', 284.17533659935)]; dominant_share=0.129",,,
test_06636,test,144,Jaguar XK XKR 2012,test_06636.jpg,data/raw/stanford_cars/cars_test/06636.jpg,data/raw/stanford_cars/cars_test/06636.jpg,data/processed/stanford_cars/clean_crops/test_06636.jpg,600,366,600,366,"[35, 67, 578, 352]","[35, 67, 543, 285]",0.7047,543,285,1.9053,"[0, 16, 600, 366]",600,350,0.7369,256,439,256,blue,blue,blue,0.954,0,0.1254,0.5787,0.7717,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 12632.193783633411), ('red', 11.356915973126888)]; dominant_share=0.184","body_core=chromatic; top_scores=[('blue', 12632.193783633411), ('red', 11.356915973126888)]; dominant_share=0.184",,,
test_06640,test,75,Chevrolet Silverado 1500 Regular Cab 2012,test_06640.jpg,data/raw/stanford_cars/cars_test/06640.jpg,data/raw/stanford_cars/cars_test/06640.jpg,,1024,768,1024,768,"[5, 137, 963, 688]","[5, 137, 958, 551]",0.6712,958,551,1.7387,"[0, 38, 1024, 768]",1024,730,0.7061,256,,,red,red,red,0.927,0,0.1434,0.5205,0.7532,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 6717.553243815899), ('blue', 271.15066178143024)]; dominant_share=0.095","body_core=chromatic; top_scores=[('red', 6717.553243815899), ('blue', 271.15066178143024)]; dominant_share=0.095",,,
test_06641,test,39,Bentley Continental Supersports Conv. Convertible 2012,test_06641.jpg,data/raw/stanford_cars/cars_test/06641.jpg,data/raw/stanford_cars/cars_test/06641.jpg,,1280,960,1280,960,"[422, 324, 1025, 640]","[422, 324, 603, 316]",0.1551,603,316,1.9082,"[313, 267, 1134, 697]",821,430,0.5398,256,,,white,white,white,0.823,0,0.1211,0.6008,0.4058,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.498; dominant_share=0.195,body_core=neutral_bright; bright_neutral=0.498; dominant_share=0.195,,,
test_06670,test,194,Volvo 240 Sedan 1993,test_06670.jpg,data/raw/stanford_cars/cars_test/06670.jpg,data/raw/stanford_cars/cars_test/06670.jpg,,3264,2448,3264,2448,"[73, 132, 2822, 1703]","[73, 132, 2749, 1571]",0.5405,2749,1571,1.7498,"[0, 0, 3264, 1986]",3264,1986,0.6662,256,,,gray,gray,gray,0.775,0,0.0808,0.5181,0.688,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.703; mean_value=0.565; dominant_share=0.083,body_core=neutral_mid; total_neutral=0.703; mean_value=0.565; dominant_share=0.083,,,
test_06674,test,110,Ford Edge SUV 2012,test_06674.jpg,data/raw/stanford_cars/cars_test/06674.jpg,data/raw/stanford_cars/cars_test/06674.jpg,,640,457,640,457,"[36, 95, 605, 405]","[36, 95, 569, 310]",0.6031,569,310,1.8355,"[0, 39, 640, 457]",640,418,0.6594,256,,,red,red,red,0.95,0,0.1105,0.6084,0.7244,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 5260.772773146629), ('orange', 21.230061262845993)]; dominant_share=0.156","body_core=chromatic; top_scores=[('red', 5260.772773146629), ('orange', 21.230061262845993)]; dominant_share=0.156",,,
test_06677,test,111,Ford Ranger SuperCab 2011,test_06677.jpg,data/raw/stanford_cars/cars_test/06677.jpg,data/raw/stanford_cars/cars_test/06677.jpg,,640,480,640,480,"[60, 151, 570, 447]","[60, 151, 510, 296]",0.4914,510,296,1.723,"[0, 98, 640, 480]",640,382,0.6175,256,,,white,white,white,0.816,0,0.1923,0.5247,0.6737,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.480; dominant_share=0.170,body_core=neutral_bright; bright_neutral=0.480; dominant_share=0.170,,,
test_06697,test,27,BMW 1 Series Convertible 2012,test_06697.jpg,data/raw/stanford_cars/cars_test/06697.jpg,data/raw/stanford_cars/cars_test/06697.jpg,,1024,768,1024,768,"[151, 224, 905, 642]","[151, 224, 754, 418]",0.4008,754,418,1.8038,"[15, 149, 1024, 717]",1009,568,0.5499,256,,,silver,silver,silver,0.828,0,0.1921,0.3894,0.6533,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.915; mean_value=0.639; dominant_share=0.234,body_core=neutral_mid; total_neutral=0.915; mean_value=0.639; dominant_share=0.234,,,
test_06708,test,94,Dodge Durango SUV 2012,test_06708.jpg,data/raw/stanford_cars/cars_test/06708.jpg,data/raw/stanford_cars/cars_test/06708.jpg,data/processed/stanford_cars/clean_crops/test_06708.jpg,2048,1536,2048,1536,"[116, 473, 1952, 1460]","[116, 473, 1836, 987]",0.5761,1836,987,1.8602,"[0, 295, 2048, 1536]",2048,1241,0.713,256,422,256,blue,blue,blue,0.918,0,0.2765,0.4583,0.7908,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 184.22441636770964), ('orange', 27.526088774204254)]; dominant_share=0.397","body_core=chromatic; top_scores=[('blue', 184.22441636770964), ('orange', 27.526088774204254)]; dominant_share=0.397",,,
test_06726,test,20,Audi S6 Sedan 2011,test_06726.jpg,data/raw/stanford_cars/cars_test/06726.jpg,data/raw/stanford_cars/cars_test/06726.jpg,,640,480,640,480,"[59, 67, 581, 374]","[59, 67, 522, 307]",0.5217,522,307,1.7003,"[0, 12, 640, 429]",640,417,0.6005,256,,,white,white,white,0.878,0,0.2224,0.5752,0.6849,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.654; dominant_share=0.393,body_core=neutral_bright; bright_neutral=0.654; dominant_share=0.393,,,
test_06761,test,37,BMW X3 SUV 2012,test_06761.jpg,data/raw/stanford_cars/cars_test/06761.jpg,data/raw/stanford_cars/cars_test/06761.jpg,,620,400,620,400,"[25, 43, 588, 338]","[25, 43, 563, 295]",0.6697,563,295,1.9085,"[0, 0, 620, 391]",620,391,0.6851,256,,,white,white,white,0.838,0,0.1114,0.6556,0.7014,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.568; dominant_share=0.200,body_core=neutral_bright; bright_neutral=0.568; dominant_share=0.200,,,
test_06767,test,17,Audi 100 Sedan 1994,test_06767.jpg,data/raw/stanford_cars/cars_test/06767.jpg,data/raw/stanford_cars/cars_test/06767.jpg,,555,416,555,416,"[11, 19, 539, 317]","[11, 19, 528, 298]",0.6815,528,298,1.7718,"[0, 0, 555, 371]",555,371,0.7642,256,,,gray,gray,gray,0.796,0,0.1795,0.5996,0.743,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.776; mean_value=0.354; dominant_share=0.159,body_core=neutral_mid; total_neutral=0.776; mean_value=0.354; dominant_share=0.159,,,
test_06773,test,7,Acura ZDX Hatchback 2012,test_06773.jpg,data/raw/stanford_cars/cars_test/06773.jpg,data/raw/stanford_cars/cars_test/06773.jpg,,3849,1742,3849,1742,"[867, 740, 2240, 1501]","[867, 740, 1373, 761]",0.1558,1373,761,1.8042,"[620, 603, 2487, 1638]",1867,1035,0.5407,256,,,gray,gray,gray,0.816,0,0.1444,0.3056,0.4373,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.910; mean_value=0.580; dominant_share=0.119,body_core=neutral_mid; total_neutral=0.910; mean_value=0.580; dominant_share=0.119,,,
test_06775,test,119,GMC Savana Van 2012,test_06775.jpg,data/raw/stanford_cars/cars_test/06775.jpg,data/raw/stanford_cars/cars_test/06775.jpg,,700,500,700,500,"[25, 79, 682, 441]","[25, 79, 657, 362]",0.6795,657,362,1.8149,"[0, 14, 700, 500]",700,486,0.6991,256,,,gray,gray,gray,0.798,0,0.1898,0.6942,0.6998,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.761; mean_value=0.485; dominant_share=0.207,body_core=neutral_mid; total_neutral=0.761; mean_value=0.485; dominant_share=0.207,,,
test_06787,test,144,Jaguar XK XKR 2012,test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,1280,960,1280,960,"[44, 229, 1225, 896]","[44, 229, 1181, 667]",0.6411,1181,667,1.7706,"[0, 109, 1280, 960]",1280,851,0.7232,256,385,256,red,red,red,0.895,0,0.368,0.5406,0.8111,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 52.2631563693285), ('brown', 10.427747465670109)]; dominant_share=0.508","body_core=chromatic; top_scores=[('red', 52.2631563693285), ('brown', 10.427747465670109)]; dominant_share=0.508",,,
test_06788,test,187,Toyota Camry Sedan 2012,test_06788.jpg,data/raw/stanford_cars/cars_test/06788.jpg,data/raw/stanford_cars/cars_test/06788.jpg,,640,480,640,480,"[9, 80, 624, 404]","[9, 80, 615, 324]",0.6486,615,324,1.8981,"[0, 22, 640, 462]",640,440,0.7076,256,,,gray,gray,gray,0.831,0,0.2033,0.5913,0.7264,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.933; mean_value=0.566; dominant_share=0.228,body_core=neutral_mid; total_neutral=0.933; mean_value=0.566; dominant_share=0.228,,,
test_06794,test,157,MINI Cooper Roadster Convertible 2012,test_06794.jpg,data/raw/stanford_cars/cars_test/06794.jpg,data/raw/stanford_cars/cars_test/06794.jpg,,630,353,630,353,"[35, 31, 606, 341]","[35, 31, 571, 310]",0.7959,571,310,1.8419,"[0, 0, 630, 353]",630,353,0.7959,256,,,gray,gray,gray,0.773,0,0.1729,0.6713,0.7382,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.666; mean_value=0.565; dominant_share=0.132,body_core=neutral_mid; total_neutral=0.666; mean_value=0.565; dominant_share=0.132,,,
test_06807,test,170,Nissan Juke Hatchback 2012,test_06807.jpg,data/raw/stanford_cars/cars_test/06807.jpg,data/raw/stanford_cars/cars_test/06807.jpg,,1280,782,1280,782,"[451, 406, 1068, 754]","[451, 406, 617, 348]",0.2145,617,348,1.773,"[340, 343, 1179, 782]",839,439,0.583,256,,,red,red,red,0.945,0,0.1905,0.6333,0.5287,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 3561.361275099218), ('blue', 58.8140332698822)]; dominant_share=0.145","body_core=chromatic; top_scores=[('red', 3561.361275099218), ('blue', 58.8140332698822)]; dominant_share=0.145",,,
test_06823,test,157,MINI Cooper Roadster Convertible 2012,test_06823.jpg,data/raw/stanford_cars/cars_test/06823.jpg,data/raw/stanford_cars/cars_test/06823.jpg,,2400,1600,2400,1600,"[457, 249, 2033, 1105]","[457, 249, 1576, 856]",0.3513,1576,856,1.8411,"[173, 95, 2317, 1259]",2144,1164,0.5406,256,,,blue,blue,blue,0.725,0,0.1479,0.4654,0.5978,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 362.0124019011855), ('red', 255.76954942941666)]; dominant_share=0.173","body_core=chromatic; top_scores=[('blue', 362.0124019011855), ('red', 255.76954942941666)]; dominant_share=0.173",,,
test_06847,test,10,Aston Martin Virage Convertible 2012,test_06847.jpg,data/raw/stanford_cars/cars_test/06847.jpg,data/raw/stanford_cars/cars_test/06847.jpg,,1000,750,1000,750,"[217, 219, 830, 558]","[217, 219, 613, 339]",0.2771,613,339,1.8083,"[107, 158, 940, 619]",833,461,0.5411,256,,,gray,gray,gray,0.803,0,0.1819,0.6608,0.5247,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.813; mean_value=0.382; dominant_share=0.168,body_core=neutral_mid; total_neutral=0.813; mean_value=0.382; dominant_share=0.168,,,
test_06865,test,97,Dodge Charger SRT-8 2009,test_06865.jpg,data/raw/stanford_cars/cars_test/06865.jpg,data/raw/stanford_cars/cars_test/06865.jpg,data/processed/stanford_cars/clean_crops/test_06865.jpg,576,352,576,352,"[24, 52, 562, 344]","[24, 52, 538, 292]",0.7748,538,292,1.8425,"[0, 0, 576, 352]",576,352,0.7748,256,419,256,red,red,red,0.946,0,0.0785,0.447,0.8061,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 11483.148899115622), ('blue', 86.78950678557158)]; dominant_share=0.124","body_core=chromatic; top_scores=[('red', 11483.148899115622), ('blue', 86.78950678557158)]; dominant_share=0.124",,,
test_06889,test,145,Jeep Patriot SUV 2012,test_06889.jpg,data/raw/stanford_cars/cars_test/06889.jpg,data/raw/stanford_cars/cars_test/06889.jpg,,1000,667,1000,667,"[48, 79, 978, 600]","[48, 79, 930, 521]",0.7264,930,521,1.785,"[0, 0, 1000, 667]",1000,667,0.7264,256,,,blue,blue,blue,0.904,0,0.1249,0.6213,0.7496,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 890.7739352360368), ('orange', 66.08914117515087)]; dominant_share=0.086","body_core=chromatic; top_scores=[('blue', 890.7739352360368), ('orange', 66.08914117515087)]; dominant_share=0.086",,,
test_06909,test,185,Tesla Model S Sedan 2012,test_06909.jpg,data/raw/stanford_cars/cars_test/06909.jpg,data/raw/stanford_cars/cars_test/06909.jpg,data/processed/stanford_cars/clean_crops/test_06909.jpg,900,540,900,540,"[13, 18, 900, 535]","[13, 18, 887, 517]",0.9436,887,517,1.7157,"[0, 0, 900, 540]",900,540,0.9436,256,427,256,gray,gray,gray,0.82,0,0.1411,0.1007,0.8073,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.929; mean_value=0.562; dominant_share=0.128,body_core=neutral_mid; total_neutral=0.929; mean_value=0.562; dominant_share=0.128,,,
test_06920,test,176,Rolls-Royce Ghost Sedan 2012,test_06920.jpg,data/raw/stanford_cars/cars_test/06920.jpg,data/raw/stanford_cars/cars_test/06920.jpg,,800,531,800,531,"[77, 113, 618, 430]","[77, 113, 541, 317]",0.4037,541,317,1.7066,"[0, 56, 715, 487]",715,431,0.5565,256,,,white,white,white,0.815,0,0.132,0.4989,0.6365,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.483; dominant_share=0.156,body_core=neutral_bright; bright_neutral=0.483; dominant_share=0.156,,,
test_06928,test,150,Lamborghini Reventon Coupe 2008,test_06928.jpg,data/raw/stanford_cars/cars_test/06928.jpg,data/raw/stanford_cars/cars_test/06928.jpg,,1280,928,1280,928,"[159, 254, 1133, 822]","[159, 254, 974, 568]",0.4657,974,568,1.7148,"[0, 152, 1280, 924]",1280,772,0.5599,256,,,blue,blue,blue,0.973,0,0.2484,0.5284,0.7011,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1506.0562784448266), ('yellow', 0.376088984310627)]; dominant_share=0.411","body_core=chromatic; top_scores=[('blue', 1506.0562784448266), ('yellow', 0.376088984310627)]; dominant_share=0.411",,,
test_06974,test,112,Ford GT Coupe 2006,test_06974.jpg,data/raw/stanford_cars/cars_test/06974.jpg,data/raw/stanford_cars/cars_test/06974.jpg,,1280,960,1280,960,"[13, 263, 1266, 959]","[13, 263, 1253, 696]",0.7097,1253,696,1.8003,"[0, 138, 1280, 960]",1280,822,0.8289,256,,,blue,blue,blue,0.827,0,0.0911,0.6851,0.753,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 3947.7200912311673), ('red', 1301.4227373450994)]; dominant_share=0.123","body_core=chromatic; top_scores=[('blue', 3947.7200912311673), ('red', 1301.4227373450994)]; dominant_share=0.123",,,
test_06991,test,140,Hyundai Azera Sedan 2012,test_06991.jpg,data/raw/stanford_cars/cars_test/06991.jpg,data/raw/stanford_cars/cars_test/06991.jpg,,673,449,673,449,"[35, 67, 614, 383]","[35, 67, 579, 316]",0.6055,579,316,1.8323,"[0, 10, 673, 440]",673,430,0.6322,256,,,gray,gray,gray,0.806,0,0.204,0.7083,0.6659,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.878; mean_value=0.508; dominant_share=0.084,body_core=neutral_mid; total_neutral=0.878; mean_value=0.508; dominant_share=0.084,,,
test_06993,test,79,Chrysler 300 SRT-8 2010,test_06993.jpg,data/raw/stanford_cars/cars_test/06993.jpg,data/raw/stanford_cars/cars_test/06993.jpg,,750,409,750,409,"[1, 4, 740, 396]","[1, 4, 739, 392]",0.9444,739,392,1.8852,"[0, 0, 750, 409]",750,409,0.9444,256,,,gray,gray,gray,0.813,0,0.146,0.7196,0.7435,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.870; mean_value=0.422; dominant_share=0.161,body_core=neutral_mid; total_neutral=0.870; mean_value=0.422; dominant_share=0.161,,,
test_06998,test,52,Cadillac SRX SUV 2012,test_06998.jpg,data/raw/stanford_cars/cars_test/06998.jpg,data/raw/stanford_cars/cars_test/06998.jpg,,1024,768,1024,768,"[101, 208, 923, 692]","[101, 208, 822, 484]",0.5059,822,484,1.6983,"[0, 121, 1024, 768]",1024,647,0.6005,256,,,black,black,black,0.807,0,0.2112,0.5934,0.6597,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_dark; dark_neutral=0.459; dominant_share=0.219,body_core=neutral_dark; dark_neutral=0.459; dominant_share=0.219,,,
test_07020,test,173,Porsche Panamera Sedan 2012,test_07020.jpg,data/raw/stanford_cars/cars_test/07020.jpg,data/raw/stanford_cars/cars_test/07020.jpg,,1680,1050,1680,1050,"[387, 285, 1526, 928]","[387, 285, 1139, 643]",0.4152,1139,643,1.7714,"[182, 169, 1680, 1044]",1498,875,0.5587,256,,,blue,blue,blue,0.88,0,0.1181,0.4867,0.6589,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 2414.3867517486215), ('red', 469.1419100537896)]; dominant_share=0.111","body_core=chromatic; top_scores=[('blue', 2414.3867517486215), ('red', 469.1419100537896)]; dominant_share=0.111",,,
test_07024,test,162,Mercedes-Benz C-Class Sedan 2012,test_07024.jpg,data/raw/stanford_cars/cars_test/07024.jpg,data/raw/stanford_cars/cars_test/07024.jpg,,599,400,599,400,"[28, 81, 555, 375]","[28, 81, 527, 294]",0.6467,527,294,1.7925,"[0, 28, 599, 400]",599,372,0.6953,256,,,red,red,red,0.938,0,0.0885,0.6481,0.7386,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 4614.99352684617), ('blue', 82.35108429193497)]; dominant_share=0.055","body_core=chromatic; top_scores=[('red', 4614.99352684617), ('blue', 82.35108429193497)]; dominant_share=0.055",,,
test_07031,test,167,Mitsubishi Lancer Sedan 2012,test_07031.jpg,data/raw/stanford_cars/cars_test/07031.jpg,data/raw/stanford_cars/cars_test/07031.jpg,,1280,960,1280,960,"[25, 123, 1112, 719]","[25, 123, 1087, 596]",0.5272,1087,596,1.8238,"[0, 16, 1280, 826]",1280,810,0.6249,256,,,white,white,white,0.839,0,0.1672,0.5589,0.6786,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.545; dominant_share=0.247,body_core=neutral_bright; bright_neutral=0.545; dominant_share=0.247,,,
test_07040,test,53,Cadillac Escalade EXT Crew Cab 2007,test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,2200,1473,2200,1473,"[82, 148, 2107, 1319]","[82, 148, 2025, 1171]",0.7317,2025,1171,1.7293,"[0, 0, 2200, 1473]",2200,1473,0.7317,256,382,256,green,green,green,0.825,0,0.4022,0.5984,0.8001,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('green', 154.76492522656918), ('yellow', 50.88735410571098)]; dominant_share=0.500","body_core=chromatic; top_scores=[('green', 154.76492522656918), ('yellow', 50.88735410571098)]; dominant_share=0.500",,,
test_07047,test,55,Chevrolet Corvette Convertible 2012,test_07047.jpg,data/raw/stanford_cars/cars_test/07047.jpg,data/raw/stanford_cars/cars_test/07047.jpg,data/processed/stanford_cars/clean_crops/test_07047.jpg,1280,960,1280,960,"[20, 145, 1271, 839]","[20, 145, 1251, 694]",0.7065,1251,694,1.8026,"[0, 20, 1280, 960]",1280,940,0.7216,256,349,256,red,red,red,0.921,0,0.0565,0.5052,0.7635,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 5103.008407719433), ('blue', 254.4033079147339)]; dominant_share=0.050","body_core=chromatic; top_scores=[('red', 5103.008407719433), ('blue', 254.4033079147339)]; dominant_share=0.050",,,
test_07062,test,20,Audi S6 Sedan 2011,test_07062.jpg,data/raw/stanford_cars/cars_test/07062.jpg,data/raw/stanford_cars/cars_test/07062.jpg,data/processed/stanford_cars/clean_crops/test_07062.jpg,600,340,600,340,"[2, 1, 600, 340]","[2, 1, 598, 339]",0.9937,598,339,1.764,"[0, 0, 600, 340]",600,340,0.9937,256,452,256,gray,gray,gray,0.804,0,0.2364,0.543,0.7773,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.822; mean_value=0.495; dominant_share=0.164,body_core=neutral_mid; total_neutral=0.822; mean_value=0.495; dominant_share=0.164,,,
test_07107,test,46,Bugatti Veyron 16.4 Coupe 2009,test_07107.jpg,data/raw/stanford_cars/cars_test/07107.jpg,data/raw/stanford_cars/cars_test/07107.jpg,,800,543,800,543,"[161, 116, 708, 409]","[161, 116, 547, 293]",0.3689,547,293,1.8669,"[63, 63, 800, 462]",737,399,0.545,256,,,blue,blue,blue,0.918,0,0.0665,0.5514,0.6542,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 2529.5246618539095), ('red', 154.71426490694284)]; dominant_share=0.070","body_core=chromatic; top_scores=[('blue', 2529.5246618539095), ('red', 154.71426490694284)]; dominant_share=0.070",,,
test_07111,test,191,Volkswagen Golf Hatchback 1991,test_07111.jpg,data/raw/stanford_cars/cars_test/07111.jpg,data/raw/stanford_cars/cars_test/07111.jpg,data/processed/stanford_cars/clean_crops/test_07111.jpg,1263,781,1263,781,"[19, 71, 1227, 737]","[19, 71, 1208, 666]",0.8156,1208,666,1.8138,"[0, 0, 1263, 781]",1263,781,0.8156,256,414,256,red,red,red,0.881,0,0.1474,0.6136,0.775,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 6424.058298178017), ('blue', 1268.881934016943)]; dominant_share=0.119","body_core=chromatic; top_scores=[('red', 6424.058298178017), ('blue', 1268.881934016943)]; dominant_share=0.119",,,
