candidate_id,image_id,assigned_true_color,source_path,staged_path,width,height,car_detection_count,primary_car_score,primary_car_area_ratio,secondary_car_area_ratio,sharpness_score,highlight_ratio,shadow_ratio,color_match_ratio,quality_score,auto_recommend_keep,auto_rank_within_color,auto_reason
vcor_train_green_4038e984e1,vcor_train_green_4038e984e1,green,data_external/vcor_raw/vcor_extracted/train/green/4038e984e1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4038e984e1.jpg,191,101,1,0.9981,0.8685,0.0000,504.2993,0.0011,0.0843,0.4017,4.2539,0,76,passes_auto_screen
vcor_train_green_413aeef07d,vcor_train_green_413aeef07d,green,data_external/vcor_raw/vcor_extracted/train/green/413aeef07d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_413aeef07d.jpg,1140,597,1,0.9911,0.8300,0.0000,305.1357,0.1327,0.0172,0.0077,3.0958,0,223,highlight_overexposed|weak_color_match
vcor_train_green_41586687de,vcor_train_green_41586687de,green,data_external/vcor_raw/vcor_extracted/train/green/41586687de.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_41586687de.jpg,215,111,2,0.9439,0.7373,0.6227,278.1389,0.0002,0.0324,0.4890,3.3479,0,197,secondary_car_interference
vcor_train_green_41e64cbefe,vcor_train_green_41e64cbefe,green,data_external/vcor_raw/vcor_extracted/train/green/41e64cbefe.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_41e64cbefe.jpg,213,110,1,0.9984,0.8338,0.0000,566.1776,0.0246,0.0794,0.0022,3.1627,0,217,weak_color_match
vcor_train_green_420001303e,vcor_train_green_420001303e,green,data_external/vcor_raw/vcor_extracted/train/green/420001303e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_420001303e.jpg,1038,430,4,0.9989,0.9352,0.0944,70.3264,0.0015,0.0063,0.5389,4.1014,0,95,passes_auto_screen
vcor_train_green_420de74208,vcor_train_green_420de74208,green,data_external/vcor_raw/vcor_extracted/train/green/420de74208.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_420de74208.jpg,225,102,3,0.9546,0.9240,0.3848,587.5668,0.0100,0.1042,0.3175,3.5505,0,172,secondary_car_interference
vcor_train_green_4263f15dea,vcor_train_green_4263f15dea,green,data_external/vcor_raw/vcor_extracted/train/green/4263f15dea.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4263f15dea.jpg,184,135,7,0.8999,0.9438,0.4654,288.8442,0.1116,0.0235,0.4382,3.6942,0,148,secondary_car_interference
vcor_train_green_4322746878,vcor_train_green_4322746878,green,data_external/vcor_raw/vcor_extracted/train/green/4322746878.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4322746878.jpg,146,72,5,0.9746,0.9004,0.4231,368.4076,0.0117,0.1522,0.4891,3.8446,0,131,secondary_car_interference
vcor_train_green_434a6bf3ef,vcor_train_green_434a6bf3ef,green,data_external/vcor_raw/vcor_extracted/train/green/434a6bf3ef.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_434a6bf3ef.jpg,729,474,1,0.9965,0.8516,0.0000,380.8785,0.0104,0.0053,0.4331,4.3654,0,56,passes_auto_screen
vcor_train_green_43b98d9cae,vcor_train_green_43b98d9cae,green,data_external/vcor_raw/vcor_extracted/train/green/43b98d9cae.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_43b98d9cae.jpg,253,131,2,0.9965,0.9157,0.0005,380.1882,0.0367,0.0159,0.5385,4.7140,1,16,passes_auto_screen
vcor_train_green_443ecaed0c,vcor_train_green_443ecaed0c,green,data_external/vcor_raw/vcor_extracted/train/green/443ecaed0c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_443ecaed0c.jpg,145,91,1,0.8537,0.8905,0.0000,294.6412,0.0001,0.0395,0.3087,3.9962,0,110,passes_auto_screen
vcor_train_green_4443e3aa60,vcor_train_green_4443e3aa60,green,data_external/vcor_raw/vcor_extracted/train/green/4443e3aa60.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4443e3aa60.jpg,235,131,1,0.9956,0.8616,0.0000,302.3121,0.0033,0.0086,0.5699,4.7318,1,14,passes_auto_screen
vcor_train_green_4558c98762,vcor_train_green_4558c98762,green,data_external/vcor_raw/vcor_extracted/train/green/4558c98762.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4558c98762.jpg,221,174,1,0.3816,0.9094,0.0000,317.3780,0.0021,0.0362,0.0038,2.8948,0,239,weak_color_match
vcor_train_green_45d096253c,vcor_train_green_45d096253c,green,data_external/vcor_raw/vcor_extracted/train/green/45d096253c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_45d096253c.jpg,1191,554,2,0.9912,0.8110,0.6124,154.4367,0.0227,0.1535,0.4995,3.1199,0,218,secondary_car_interference
vcor_train_green_4635ee953e,vcor_train_green_4635ee953e,green,data_external/vcor_raw/vcor_extracted/train/green/4635ee953e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4635ee953e.jpg,261,159,4,0.9784,0.9120,0.2186,220.2127,0.0176,0.0005,0.6614,4.6373,1,27,secondary_car_interference
vcor_train_green_464674755d,vcor_train_green_464674755d,green,data_external/vcor_raw/vcor_extracted/train/green/464674755d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_464674755d.jpg,270,103,1,0.9984,0.9755,0.0000,358.1234,0.1146,0.0226,0.5389,4.7368,1,13,passes_auto_screen
vcor_train_green_466bd5d436,vcor_train_green_466bd5d436,green,data_external/vcor_raw/vcor_extracted/train/green/466bd5d436.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_466bd5d436.jpg,251,85,1,0.9988,0.9803,0.0000,422.8141,0.0001,0.0912,0.2230,4.0258,0,108,passes_auto_screen
vcor_train_green_46a330f516,vcor_train_green_46a330f516,green,data_external/vcor_raw/vcor_extracted/train/green/46a330f516.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_46a330f516.jpg,234,125,11,0.9967,0.7708,0.5623,410.8565,0.0671,0.0336,0.5464,3.6035,0,165,secondary_car_interference
vcor_train_green_46b00079dd,vcor_train_green_46b00079dd,green,data_external/vcor_raw/vcor_extracted/train/green/46b00079dd.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_46b00079dd.jpg,194,105,4,0.9952,0.8789,0.5207,463.2686,0.0476,0.0293,0.4089,3.5608,0,170,secondary_car_interference
vcor_train_green_46bb405f36,vcor_train_green_46bb405f36,green,data_external/vcor_raw/vcor_extracted/train/green/46bb405f36.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_46bb405f36.jpg,287,128,1,0.9962,0.8651,0.0000,667.4920,0.0490,0.0792,0.2141,3.7245,0,144,passes_auto_screen
vcor_train_green_47612b6ea5,vcor_train_green_47612b6ea5,green,data_external/vcor_raw/vcor_extracted/train/green/47612b6ea5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_47612b6ea5.jpg,245,146,2,0.8683,0.7313,0.0266,160.4838,0.0006,0.1024,0.5021,3.7856,0,135,passes_auto_screen
vcor_test_yellow_032a34cc19,vcor_test_yellow_032a34cc19,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/032a34cc19.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_032a34cc19.jpg,341,133,6,0.9910,0.9333,0.4005,499.3791,0.0677,0.1302,0.4791,3.8851,0,171,secondary_car_interference
vcor_test_yellow_03f12c3964,vcor_test_yellow_03f12c3964,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/03f12c3964.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_03f12c3964.jpg,265,148,1,0.9584,0.8924,0.0000,573.3040,0.1363,0.0495,0.2792,3.8366,0,183,highlight_overexposed
vcor_test_yellow_07c885555d,vcor_test_yellow_07c885555d,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/07c885555d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_07c885555d.jpg,936,597,1,0.9859,0.9372,0.0000,107.7366,0.0174,0.0975,0.4098,3.9139,0,162,passes_auto_screen
vcor_test_yellow_0ab959c5f9,vcor_test_yellow_0ab959c5f9,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/0ab959c5f9.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_0ab959c5f9.jpg,268,149,1,0.9879,0.8765,0.0000,233.3074,0.1326,0.0005,0.4318,4.2097,0,112,highlight_overexposed
vcor_test_yellow_0c2de6cd26,vcor_test_yellow_0c2de6cd26,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/0c2de6cd26.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_0c2de6cd26.jpg,254,71,1,0.9998,0.9452,0.0000,820.7993,0.1128,0.0056,0.5838,4.8088,1,7,passes_auto_screen
vcor_test_yellow_111c9b216d,vcor_test_yellow_111c9b216d,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/111c9b216d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_111c9b216d.jpg,220,105,1,0.9981,0.9449,0.0000,525.8591,0.1610,0.0571,0.5252,4.5511,1,38,highlight_overexposed
vcor_test_yellow_11fa4bf6bc,vcor_test_yellow_11fa4bf6bc,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/11fa4bf6bc.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_11fa4bf6bc.jpg,241,119,1,0.9970,0.9137,0.0000,393.8536,0.0779,0.0050,0.3556,4.2154,0,109,passes_auto_screen
vcor_test_yellow_13d8fbb189,vcor_test_yellow_13d8fbb189,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/13d8fbb189.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_13d8fbb189.jpg,144,79,3,0.4505,0.5941,0.1366,350.9286,0.0071,0.0098,0.4001,3.1393,0,262,secondary_car_interference
vcor_test_yellow_15dea061ce,vcor_test_yellow_15dea061ce,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/15dea061ce.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_15dea061ce.jpg,340,110,1,0.9995,0.9850,0.0000,564.9499,0.1112,0.0986,0.5074,4.6060,1,26,passes_auto_screen
vcor_test_yellow_16ccc9c451,vcor_test_yellow_16ccc9c451,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/16ccc9c451.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_16ccc9c451.jpg,475,141,25,0.9998,0.9358,0.4834,313.4380,0.0006,0.0699,0.4712,3.9021,0,165,secondary_car_interference
vcor_test_yellow_1768ed7b74,vcor_test_yellow_1768ed7b74,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/1768ed7b74.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_1768ed7b74.jpg,275,128,3,0.9891,0.8022,0.5358,552.1193,0.0729,0.0651,0.5786,3.7394,0,203,secondary_car_interference
vcor_test_yellow_181360906a,vcor_test_yellow_181360906a,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/181360906a.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_181360906a.jpg,558,514,1,0.8831,0.9454,0.0000,147.9837,0.1726,0.0114,0.6843,4.5631,1,35,highlight_overexposed
vcor_test_yellow_186ba266bc,vcor_test_yellow_186ba266bc,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/186ba266bc.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_186ba266bc.jpg,1172,591,4,0.9988,0.8523,0.5897,186.6607,0.4114,0.0552,0.4820,2.9316,0,271,secondary_car_interference|highlight_overexposed
vcor_test_yellow_1fcc3a8011,vcor_test_yellow_1fcc3a8011,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/1fcc3a8011.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_1fcc3a8011.jpg,202,79,5,0.9995,0.9747,0.4793,342.3820,0.0234,0.0192,0.3971,3.8235,0,186,secondary_car_interference
vcor_test_yellow_2313b68014,vcor_test_yellow_2313b68014,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/2313b68014.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_2313b68014.jpg,250,162,1,0.2552,0.7332,0.0000,426.5163,0.1508,0.0620,0.4730,3.4102,0,244,highlight_overexposed
vcor_test_yellow_238728f88c,vcor_test_yellow_238728f88c,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/238728f88c.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_238728f88c.jpg,249,112,1,0.9681,0.8312,0.0000,611.7643,0.0133,0.0510,0.4848,4.3819,0,68,passes_auto_screen
vcor_test_yellow_295dc8e251,vcor_test_yellow_295dc8e251,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/295dc8e251.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_295dc8e251.jpg,1207,514,2,0.9990,0.8418,0.5986,203.8165,0.1085,0.0189,0.5036,3.4070,0,245,secondary_car_interference
vcor_test_yellow_2b04dfa66f,vcor_test_yellow_2b04dfa66f,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/2b04dfa66f.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_2b04dfa66f.jpg,267,119,2,0.9991,0.8312,0.4735,339.4074,0.0229,0.0360,0.2151,3.0730,0,266,secondary_car_interference
vcor_test_yellow_2b2011acc3,vcor_test_yellow_2b2011acc3,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/2b2011acc3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_2b2011acc3.jpg,668,314,2,0.9968,0.9062,0.0587,240.7368,0.0064,0.0045,0.3987,4.2826,0,88,passes_auto_screen
vcor_test_yellow_3152e47718,vcor_test_yellow_3152e47718,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/3152e47718.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3152e47718.jpg,816,415,1,0.9959,0.7932,0.0000,217.4085,0.0393,0.0294,0.5121,4.2825,0,89,passes_auto_screen
vcor_test_yellow_33e193b821,vcor_test_yellow_33e193b821,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/33e193b821.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_33e193b821.jpg,157,109,1,0.8217,0.9540,0.0000,619.5403,0.1258,0.0323,0.3986,4.1787,0,116,highlight_overexposed
vcor_test_yellow_3604eb8fd2,vcor_test_yellow_3604eb8fd2,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/3604eb8fd2.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3604eb8fd2.jpg,218,73,4,0.9995,0.9697,0.3677,470.1947,0.0111,0.0152,0.3662,3.9114,0,163,secondary_car_interference
vcor_test_yellow_3b1d2fa14e,vcor_test_yellow_3b1d2fa14e,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/3b1d2fa14e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3b1d2fa14e.jpg,329,170,1,0.9988,0.8751,0.0000,359.9101,0.0067,0.0382,0.5164,4.5941,1,28,passes_auto_screen
vcor_test_yellow_3ca952c644,vcor_test_yellow_3ca952c644,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/3ca952c644.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3ca952c644.jpg,266,122,1,0.9996,0.8879,0.0000,396.8815,0.2299,0.0419,0.5569,4.4498,0,55,highlight_overexposed
vcor_test_yellow_3e762c1baf,vcor_test_yellow_3e762c1baf,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/3e762c1baf.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3e762c1baf.jpg,230,156,7,0.9710,0.8983,0.0698,365.1294,0.0327,0.0239,0.5223,4.5182,1,46,passes_auto_screen
vcor_test_yellow_408563c538,vcor_test_yellow_408563c538,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/408563c538.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_408563c538.jpg,144,76,2,0.6891,0.9481,0.2919,542.9418,0.0660,0.0159,0.5102,4.0192,0,145,secondary_car_interference
vcor_test_yellow_40de3f8a8f,vcor_test_yellow_40de3f8a8f,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/40de3f8a8f.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_40de3f8a8f.jpg,233,113,1,0.9974,0.8534,0.0000,530.7285,0.0166,0.0561,0.5080,4.4987,0,50,passes_auto_screen
vcor_test_yellow_42cbda0430,vcor_test_yellow_42cbda0430,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/42cbda0430.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_42cbda0430.jpg,222,127,2,0.9939,0.8279,0.1748,512.4601,0.0223,0.0149,0.5169,4.2570,0,98,secondary_car_interference
vcor_test_yellow_4572dcdef8,vcor_test_yellow_4572dcdef8,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/4572dcdef8.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_4572dcdef8.jpg,252,89,1,0.9996,0.7969,0.0000,401.9211,0.0024,0.0249,0.5792,4.6138,1,24,passes_auto_screen
vcor_test_yellow_4cd9239b41,vcor_test_yellow_4cd9239b41,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/4cd9239b41.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_4cd9239b41.jpg,224,137,2,0.8678,0.6905,0.0157,244.5688,0.0042,0.0243,0.3112,3.5844,0,222,passes_auto_screen
vcor_test_yellow_4dc1695b07,vcor_test_yellow_4dc1695b07,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/4dc1695b07.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_4dc1695b07.jpg,885,356,3,0.9998,0.8675,0.1002,261.2946,0.1556,0.0143,0.4420,4.0986,0,127,highlight_overexposed
vcor_test_yellow_4ea907ffed,vcor_test_yellow_4ea907ffed,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/4ea907ffed.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_4ea907ffed.jpg,249,126,1,0.7842,0.8861,0.0000,361.2449,0.0511,0.0617,0.4178,4.1211,0,124,passes_auto_screen
vcor_test_yellow_50971e640e,vcor_test_yellow_50971e640e,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/50971e640e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_50971e640e.jpg,1198,531,3,0.9977,0.8262,0.4030,561.0267,0.2893,0.0240,0.4628,3.4722,0,235,secondary_car_interference|highlight_overexposed
vcor_test_yellow_50d99d3884,vcor_test_yellow_50d99d3884,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/50d99d3884.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_50d99d3884.jpg,210,85,2,0.9939,0.8876,0.4138,404.7952,0.0917,0.0597,0.4327,3.7028,0,204,secondary_car_interference
vcor_test_yellow_5c6cce6639,vcor_test_yellow_5c6cce6639,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/5c6cce6639.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5c6cce6639.jpg,174,72,1,0.9917,0.8434,0.0000,676.9029,0.1332,0.0116,0.5156,4.3977,0,65,highlight_overexposed
vcor_test_yellow_5ca0e4456f,vcor_test_yellow_5ca0e4456f,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/5ca0e4456f.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5ca0e4456f.jpg,756,364,1,0.9983,0.9340,0.0000,400.1561,0.0061,0.2063,0.4166,4.2947,0,85,too_dark
vcor_test_yellow_5cc357cd3d,vcor_test_yellow_5cc357cd3d,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/5cc357cd3d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5cc357cd3d.jpg,1112,613,4,0.9951,0.8984,0.4932,198.2266,0.0068,0.0748,0.4809,3.6561,0,210,secondary_car_interference
vcor_test_yellow_5e0bd2bc16,vcor_test_yellow_5e0bd2bc16,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/5e0bd2bc16.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5e0bd2bc16.jpg,620,279,1,0.9963,0.9570,0.0000,374.3806,0.0080,0.0560,0.4860,4.6603,1,20,passes_auto_screen
vcor_test_yellow_62131d112b,vcor_test_yellow_62131d112b,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/62131d112b.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_62131d112b.jpg,253,169,3,0.8832,0.9491,0.0682,475.8774,0.1846,0.0349,0.5109,4.3300,0,77,highlight_overexposed
vcor_test_yellow_629e9de03e,vcor_test_yellow_629e9de03e,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/629e9de03e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_629e9de03e.jpg,703,439,2,0.9933,0.9577,0.0459,299.5096,0.0908,0.0830,0.4128,4.2857,0,87,passes_auto_screen
vcor_test_yellow_63bc656533,vcor_test_yellow_63bc656533,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/63bc656533.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_63bc656533.jpg,161,64,2,0.9988,0.9179,0.1682,662.0414,0.0823,0.0628,0.4439,4.1477,0,121,secondary_car_interference
vcor_test_yellow_64f6130b51,vcor_test_yellow_64f6130b51,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/64f6130b51.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_64f6130b51.jpg,1445,572,2,0.9989,0.9398,0.4503,193.7882,0.0045,0.0919,0.4696,3.7450,0,202,secondary_car_interference
vcor_test_yellow_670d344ed8,vcor_test_yellow_670d344ed8,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/670d344ed8.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_670d344ed8.jpg,244,87,10,0.9996,0.9151,0.2353,503.5814,0.0069,0.0251,0.5459,4.4318,0,58,secondary_car_interference
vcor_test_yellow_67a03aa74b,vcor_test_yellow_67a03aa74b,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/67a03aa74b.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_67a03aa74b.jpg,299,155,1,0.9983,0.9525,0.0000,416.9285,0.3963,0.0007,0.3612,3.9305,0,159,highlight_overexposed
vcor_test_yellow_68dc480a90,vcor_test_yellow_68dc480a90,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/68dc480a90.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_68dc480a90.jpg,182,132,1,0.9878,0.9492,0.0000,450.3227,0.1619,0.1124,0.4595,4.3306,0,76,highlight_overexposed
vcor_test_yellow_6d141ccc79,vcor_test_yellow_6d141ccc79,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/6d141ccc79.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6d141ccc79.jpg,255,114,6,0.9824,0.8314,0.5244,499.5174,0.0949,0.0430,0.4812,3.5605,0,226,secondary_car_interference
vcor_test_yellow_6ed5660ec3,vcor_test_yellow_6ed5660ec3,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,181,81,1,0.9992,0.9481,0.0000,537.6295,0.0057,0.0333,0.4971,4.6981,1,11,passes_auto_screen
vcor_test_yellow_72f1cac93c,vcor_test_yellow_72f1cac93c,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/72f1cac93c.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_72f1cac93c.jpg,228,105,15,0.9991,0.8907,0.3817,633.1149,0.3342,0.0258,0.4786,3.6159,0,218,secondary_car_interference|highlight_overexposed
vcor_test_yellow_79ebb1cddb,vcor_test_yellow_79ebb1cddb,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/79ebb1cddb.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_79ebb1cddb.jpg,1151,307,2,0.9998,0.9272,0.4614,255.5092,0.1836,0.1156,0.4653,3.6355,0,213,secondary_car_interference|highlight_overexposed
vcor_test_yellow_7aa1044bcb,vcor_test_yellow_7aa1044bcb,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/7aa1044bcb.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_7aa1044bcb.jpg,227,76,1,0.6904,0.5900,0.0000,464.8012,0.0155,0.0337,0.4160,3.5202,0,229,passes_auto_screen
vcor_test_yellow_7c8cb481b0,vcor_test_yellow_7c8cb481b0,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/7c8cb481b0.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_7c8cb481b0.jpg,222,150,1,0.2573,0.8667,0.0000,353.1292,0.0301,0.0428,0.2872,3.3785,0,246,passes_auto_screen
vcor_test_yellow_7e9ef4761d,vcor_test_yellow_7e9ef4761d,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/7e9ef4761d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_7e9ef4761d.jpg,784,279,2,0.9502,0.8192,0.6059,336.5642,0.0017,0.0706,0.5382,3.6231,0,217,secondary_car_interference
vcor_test_yellow_8257f59368,vcor_test_yellow_8257f59368,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/8257f59368.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_8257f59368.jpg,139,68,2,0.9920,0.8399,0.2098,617.0188,0.0511,0.0822,0.3045,3.5976,0,219,secondary_car_interference
vcor_test_yellow_8619b81817,vcor_test_yellow_8619b81817,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/8619b81817.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_8619b81817.jpg,425,277,1,0.7233,0.9884,0.0000,796.6213,0.3924,0.0170,0.4919,4.0973,0,128,highlight_overexposed
vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,191,104,1,0.9978,0.8786,0.0000,348.3283,0.0560,0.0151,0.5185,4.5695,1,33,passes_auto_screen
vcor_test_yellow_882b1e021e,vcor_test_yellow_882b1e021e,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/882b1e021e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_882b1e021e.jpg,213,94,4,0.9989,0.8051,0.2600,498.9614,0.0875,0.0184,0.3023,3.4777,0,234,secondary_car_interference
vcor_test_yellow_8ac60135ce,vcor_test_yellow_8ac60135ce,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/8ac60135ce.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_8ac60135ce.jpg,240,120,6,0.9988,0.9448,0.2854,435.9221,0.2146,0.0507,0.4920,4.0108,0,149,secondary_car_interference|highlight_overexposed
vcor_test_yellow_8fc5770f2b,vcor_test_yellow_8fc5770f2b,yellow,data_external/vcor_raw/vcor_extracted/test/yellow/8fc5770f2b.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_8fc5770f2b.jpg,890,471,1,0.9894,0.9613,0.0000,186.0089,0.1111,0.0250,0.3236,3.9601,0,155,passes_auto_screen
