sample_id,image_id,file_name,image_path,width,height,contains_dog,num_annotations,experiment_type,prompt_level,prompt_code,conflict_strength,prompt_text,expected_answer,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes,raw_output,status,error,auto_label_confidence
293858_S0,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a plate of food on a table. On the plate, there is a sandwich cut in half, with visible layers of cheese and possibly meat or vegetables inside. Accompanying the sandwich is a side salad consisting of mixed vegetables, including lettuce, tomatoes, cucumbers, and shredded carrots. There is also a glass of water and a bottle of water on the table. Additionally, there are some buttons and a small object with a black and white design on the table. There is no dog in the image.",ok,,high
293858_S1,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
293858_S2,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
293858_S3,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
320232_S0,320232,000000320232.jpg,data/selected_images/no_dog_sample_50/000000320232.jpg,375,500,0,10,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
320232_S1,320232,000000320232.jpg,data/selected_images/no_dog_sample_50/000000320232.jpg,375,500,0,10,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
320232_S2,320232,000000320232.jpg,data/selected_images/no_dog_sample_50/000000320232.jpg,375,500,0,10,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
320232_S3,320232,000000320232.jpg,data/selected_images/no_dog_sample_50/000000320232.jpg,375,500,0,10,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
320425_S0,320425,000000320425.jpg,data/selected_images/no_dog_sample_50/000000320425.jpg,640,480,0,10,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a group of giraffes in an enclosure at what appears to be a zoo or wildlife park. The giraffes are standing under a wooden structure with a corrugated metal roof, which provides shade. The enclosure is surrounded by a stone wall, and there is a rocky hillside in the background with trees and greenery. The ground is covered with dirt, and there are some wooden logs and branches scattered around. There is no dog in the image.",ok,,high
320425_S1,320425,000000320425.jpg,data/selected_images/no_dog_sample_50/000000320425.jpg,640,480,0,10,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
320425_S2,320425,000000320425.jpg,data/selected_images/no_dog_sample_50/000000320425.jpg,640,480,0,10,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
320425_S3,320425,000000320425.jpg,data/selected_images/no_dog_sample_50/000000320425.jpg,640,480,0,10,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
328683_S0,328683,000000328683.jpg,data/selected_images/no_dog_sample_50/000000328683.jpg,480,640,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a parking meter that has been decorated with colorful yarn. The meter is located in front of a building with a green facade and large windows. The windows display various signs and advertisements. There is a bench to the right of the parking meter, and the ground appears to be made of gravel or small stones. There is no dog in the image.",ok,,high
328683_S1,328683,000000328683.jpg,data/selected_images/no_dog_sample_50/000000328683.jpg,480,640,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a parking meter with a colorful yarn wrap, a green building, a bench, and a window with reflections. There are no visible animals in the image.",ok,,high
328683_S2,328683,000000328683.jpg,data/selected_images/no_dog_sample_50/000000328683.jpg,480,640,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
328683_S3,328683,000000328683.jpg,data/selected_images/no_dog_sample_50/000000328683.jpg,480,640,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
345385_S0,345385,000000345385.jpg,data/selected_images/no_dog_sample_50/000000345385.jpg,640,480,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",The image shows two people sleeping in a bed. They are covered with blankets and pillows. There is no dog in the image.,ok,,high
345385_S1,345385,000000345385.jpg,data/selected_images/no_dog_sample_50/000000345385.jpg,640,480,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows two people sleeping in a bed, with one person lying on their back and the other person lying on their side. The bed has a wooden headboard and is covered with a brown blanket.",ok,,high
345385_S2,345385,000000345385.jpg,data/selected_images/no_dog_sample_50/000000345385.jpg,640,480,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
345385_S3,345385,000000345385.jpg,data/selected_images/no_dog_sample_50/000000345385.jpg,640,480,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
346638_S0,346638,000000346638.jpg,data/selected_images/no_dog_sample_50/000000346638.jpg,640,480,0,4,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a desk with various items on it. There is a computer monitor, a keyboard, a mouse, and a bottle of beer. The beer bottle is labeled ""Blue Moon."" The desk also has some other items, such as a speaker and some cables. There is no dog in the image.",ok,,high
346638_S1,346638,000000346638.jpg,data/selected_images/no_dog_sample_50/000000346638.jpg,640,480,0,4,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a computer setup with a keyboard, mouse, monitor, and a beer bottle. There are no visible animals in the image.",ok,,high
346638_S2,346638,000000346638.jpg,data/selected_images/no_dog_sample_50/000000346638.jpg,640,480,0,4,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
346638_S3,346638,000000346638.jpg,data/selected_images/no_dog_sample_50/000000346638.jpg,640,480,0,4,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
352618_S0,352618,000000352618.jpg,data/selected_images/no_dog_sample_50/000000352618.jpg,640,426,0,4,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a wooden bowl containing a mango, an orange, and a banana. There is no dog in the image.",ok,,high
352618_S1,352618,000000352618.jpg,data/selected_images/no_dog_sample_50/000000352618.jpg,640,426,0,4,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a wooden bowl containing a mango, an orange, and a banana. The objects in the bowl are clearly identifiable as fruits, and there is no indication of a dog or any other animal in the image.",ok,,high
352618_S2,352618,000000352618.jpg,data/selected_images/no_dog_sample_50/000000352618.jpg,640,426,0,4,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
352618_S3,352618,000000352618.jpg,data/selected_images/no_dog_sample_50/000000352618.jpg,640,426,0,4,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
373315_S0,373315,000000373315.jpg,data/selected_images/no_dog_sample_50/000000373315.jpg,477,640,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a person skateboarding on a ramp at a skate park. The person is in mid-air, performing a trick. The background shows a cloudy sky and a fence with graffiti on it. There is no dog in the image.",ok,,high
373315_S1,373315,000000373315.jpg,data/selected_images/no_dog_sample_50/000000373315.jpg,477,640,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a person skateboarding on a ramp with graffiti on it. The person is wearing a hat and a shirt, and the background includes a fence and a cloudy sky. There are no visible animals in the image.",ok,,high
373315_S2,373315,000000373315.jpg,data/selected_images/no_dog_sample_50/000000373315.jpg,477,640,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
373315_S3,373315,000000373315.jpg,data/selected_images/no_dog_sample_50/000000373315.jpg,477,640,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
379332_S0,379332,000000379332.jpg,data/selected_images/no_dog_sample_50/000000379332.jpg,500,334,0,5,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a person playing tennis. The individual is in the middle of a serve, with their arm extended upwards and a tennis racket in hand. The background shows a tennis court with a metal roof and some spectators or players in the background. There is no dog in the image.",ok,,high
379332_S1,379332,000000379332.jpg,data/selected_images/no_dog_sample_50/000000379332.jpg,500,334,0,5,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
379332_S2,379332,000000379332.jpg,data/selected_images/no_dog_sample_50/000000379332.jpg,500,334,0,5,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
379332_S3,379332,000000379332.jpg,data/selected_images/no_dog_sample_50/000000379332.jpg,500,334,0,5,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
396526_S0,396526,000000396526.jpg,data/selected_images/no_dog_sample_50/000000396526.jpg,500,338,0,11,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a well-lit dining area with large windows that provide a view of the outdoors. The room features a dining table covered with a tablecloth, surrounded by chairs. There is a lamp with a white shade on a side table, and a small plant in a vase on the table. The walls are painted in a light color, and there is a curtain on the window. The flooring appears to be wooden. There is no dog in the image.",ok,,high
396526_S1,396526,000000396526.jpg,data/selected_images/no_dog_sample_50/000000396526.jpg,500,338,0,11,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a dining room with a table, chairs, a lamp, and a window with curtains. There are no visible animals in the image.",ok,,high
396526_S2,396526,000000396526.jpg,data/selected_images/no_dog_sample_50/000000396526.jpg,500,338,0,11,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
396526_S3,396526,000000396526.jpg,data/selected_images/no_dog_sample_50/000000396526.jpg,500,338,0,11,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
408830_S0,408830,000000408830.jpg,data/selected_images/no_dog_sample_50/000000408830.jpg,640,427,0,4,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a BMW motorcycle parked on a grassy area. The motorcycle is predominantly white with blue and red accents. It has a sleek design with a transparent windshield and a black seat. The motorcycle is parked next to other motorcycles, and the background includes a wooden barrier and some greenery. There is no dog in the image.",ok,,high
408830_S1,408830,000000408830.jpg,data/selected_images/no_dog_sample_50/000000408830.jpg,640,427,0,4,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a BMW motorcycle parked on grass, with other motorcycles in the background. The focus is on the motorcycle, and there are no visible animals in the image.",ok,,high
408830_S2,408830,000000408830.jpg,data/selected_images/no_dog_sample_50/000000408830.jpg,640,427,0,4,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
408830_S3,408830,000000408830.jpg,data/selected_images/no_dog_sample_50/000000408830.jpg,640,427,0,4,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
410487_S0,410487,000000410487.jpg,data/selected_images/no_dog_sample_50/000000410487.jpg,427,640,0,1,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows an open oven with a pie pan that has spilled its contents, causing a mess on the oven door and the surrounding area. The oven door is covered in a white and blue floral-patterned cloth, and there are two towels hanging nearby. The floor around the oven is also stained with the spilled contents. There is no dog in the image.",ok,,high
410487_S1,410487,000000410487.jpg,data/selected_images/no_dog_sample_50/000000410487.jpg,427,640,0,1,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows an oven with a pie pan that has spilled, and the floor is covered in food and grease stains.",ok,,high
410487_S2,410487,000000410487.jpg,data/selected_images/no_dog_sample_50/000000410487.jpg,427,640,0,1,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
410487_S3,410487,000000410487.jpg,data/selected_images/no_dog_sample_50/000000410487.jpg,427,640,0,1,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
419098_S0,419098,000000419098.jpg,data/selected_images/no_dog_sample_50/000000419098.jpg,640,554,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a close-up of several pink scissors with black handles. The scissors are arranged in a way that their handles are visible, and they are hanging from a chain. There is no dog in the image.",ok,,high
419098_S1,419098,000000419098.jpg,data/selected_images/no_dog_sample_50/000000419098.jpg,640,554,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a close-up of pink scissors with black handles. The scissors are arranged in a way that makes it look like there might be a dog, but upon closer inspection, it is clear that the shapes are actually the handles of the scissors.",ok,,high
419098_S2,419098,000000419098.jpg,data/selected_images/no_dog_sample_50/000000419098.jpg,640,554,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
419098_S3,419098,000000419098.jpg,data/selected_images/no_dog_sample_50/000000419098.jpg,640,554,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
431140_S0,431140,000000431140.jpg,data/selected_images/no_dog_sample_50/000000431140.jpg,640,480,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a bathroom with two toilets and a sink. The toilet on the left has a roll of toilet paper on its tank, and there is a grab bar mounted on the wall next to it. The toilet on the right is reflected in a mirror above the sink. The sink is white and has a chrome faucet. There is no dog in the image.",ok,,high
431140_S1,431140,000000431140.jpg,data/selected_images/no_dog_sample_50/000000431140.jpg,640,480,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a bathroom with a toilet, sink, and mirror. The toilet has a roll of toilet paper on the tank, and there is a grab bar mounted on the wall next to the toilet. The sink has a faucet and a drain. The mirror reflects the image of the toilet and sink.",ok,,high
431140_S2,431140,000000431140.jpg,data/selected_images/no_dog_sample_50/000000431140.jpg,640,480,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
