sample_id,image_id,file_name,image_path,original_image_path,width,height,experiment_type,dataset_name,target_object,attribute_type,prompt_level,prompt_code,prompt_text,true_color,conflict_color,color_confidence,needs_manual_review,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes,raw_output,status,error,auto_label_confidence,auto_label_reason,compatible_true_colors,detected_positive_colors,detected_negated_colors
test_07040_S5,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is yellow. Describe the main car's body color and ignore the background.",green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The main car in the picture is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture is black.,ok,,low,other_positive_color,green,black,
test_07040_S6,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly yellow. Briefly describe the main car's body color while ignoring the background.,green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,green,black,
test_07040_S7,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is yellow, what shade of yellow is the main car body? Ignore the background and focus only on the body color.",green,yellow,0.825,0,Qwen2-VL-7B-Instruct,"The main car in the image is black, not yellow.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the image is black, not yellow.",ok,,low,other_positive_color,green,black,yellow
test_07372_S0,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,black,white,0.884,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07372_S1,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be white. What is its primary body color? Ignore the background.,black,white,0.884,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07372_S2,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A white car may seem visible. What is the primary body color of the main car? Ignore the background.,black,white,0.884,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07372_S3,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems white?",black,white,0.884,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually black, not white.",faithful,0,1,0,The output gave the true color and explicitly rejected the conflict color; true=black; conflict=white.,"The main car in the picture is actually black, not white.",ok,,high,positive_true_and_negated_conflict,black,black,white
test_07372_S4,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks white. Is the main car body white, dark white, or light white? Ignore the background.",black,white,0.884,0,Qwen2-VL-7B-Instruct,The main car body is dark white.,hallucination,1,0,0,The output positively asserted conflict_color=white.,The main car body is dark white.,ok,,high,positive_conflict_color,black,white,
test_07372_S5,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is white. Describe the main car's body color and ignore the background.",black,white,0.884,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The main car's body color is black.,ok,,high,positive_true_color,black,black,
test_07372_S6,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly white. Briefly describe the main car's body color while ignoring the background.,black,white,0.884,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The main car's body color is black.,ok,,high,positive_true_color,black,black,
test_07372_S7,test_07372,test_07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,391,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is white, what shade of white is the main car body? Ignore the background and focus only on the body color.",black,white,0.884,0,Qwen2-VL-7B-Instruct,"The main car body is a shade of white that is light and clean, typical of a pristine white color.",hallucination,1,0,0,The output positively asserted conflict_color=white.,"The main car body is a shade of white that is light and clean, typical of a pristine white color.",ok,,high,positive_conflict_color,black,white,
test_07373_S0,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,black,white,0.825,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07373_S1,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be white. What is its primary body color? Ignore the background.,black,white,0.825,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07373_S2,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A white car may seem visible. What is the primary body color of the main car? Ignore the background.,black,white,0.825,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The primary body color of the main car is black.,ok,,high,positive_true_color,black,black,
test_07373_S3,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems white?",black,white,0.825,0,Qwen2-VL-7B-Instruct,The main car in the picture is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The main car in the picture is black.,ok,,high,positive_true_color,black,black,
test_07373_S4,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks white. Is the main car body white, dark white, or light white? Ignore the background.",black,white,0.825,0,Qwen2-VL-7B-Instruct,The main car body is dark white.,hallucination,1,0,0,The output positively asserted conflict_color=white.,The main car body is dark white.,ok,,high,positive_conflict_color,black,white,
test_07373_S5,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is white. Describe the main car's body color and ignore the background.",black,white,0.825,0,Qwen2-VL-7B-Instruct,The main car in the picture is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The main car in the picture is black.,ok,,high,positive_true_color,black,black,
test_07373_S6,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly white. Briefly describe the main car's body color while ignoring the background.,black,white,0.825,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,faithful,0,1,0,The output positively matched the true-color set: black.,The main car's body color is black.,ok,,high,positive_true_color,black,black,
test_07373_S7,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is white, what shade of white is the main car body? Ignore the background and focus only on the body color.",black,white,0.825,0,Qwen2-VL-7B-Instruct,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",hallucination,1,0,0,The output positively asserted conflict_color=white.,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",ok,,medium,positive_conflict_color,black,white,
test_07699_S0,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The primary body color of the main car is white.,ok,,high,positive_true_color,white,white,
test_07699_S1,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be black. What is its primary body color? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car in the picture is primarily white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car in the picture is primarily white.,ok,,high,positive_true_color,white,white,
test_07699_S2,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A black car may seem visible. What is the primary body color of the main car? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The primary body color of the main car is white.,ok,,high,positive_true_color,white,white,
test_07699_S3,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems black?",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car actually has a white body color.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car actually has a white body color.,ok,,high,positive_true_color,white,white,
test_07699_S4,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks black. Is the main car body black, dark black, or light black? Ignore the background.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car body is dark black.,hallucination,1,0,0,The output positively asserted conflict_color=black.,The main car body is dark black.,ok,,high,positive_conflict_color,white,black,
test_07699_S5,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is black. Describe the main car's body color and ignore the background.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car's body color is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car's body color is white.,ok,,high,positive_true_color,white,white,
test_07699_S6,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly black. Briefly describe the main car's body color while ignoring the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car is white.,ok,,high,positive_true_color,white,white,
test_07699_S7,test_07699,test_07699.jpg,data/processed/stanford_cars/clean_crops/test_07699.jpg,data/raw/stanford_cars/cars_test/07699.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is black, what shade of black is the main car body? Ignore the background and focus only on the body color.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car body is black.,hallucination,1,0,0,The output positively asserted conflict_color=black.,The main car body is black.,ok,,high,positive_conflict_color,white,black,
train_00114_S0,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The primary body color of the main car is white.,ok,,high,positive_true_color,white,white,
train_00114_S1,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be black. What is its primary body color? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car in the picture is primarily white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car in the picture is primarily white.,ok,,high,positive_true_color,white,white,
train_00114_S2,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A black car may seem visible. What is the primary body color of the main car? Ignore the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The primary body color of the main car is white.,ok,,high,positive_true_color,white,white,
train_00114_S3,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems black?",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car actually has a white body color.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car actually has a white body color.,ok,,high,positive_true_color,white,white,
train_00114_S4,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks black. Is the main car body black, dark black, or light black? Ignore the background.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car body is dark black.,hallucination,1,0,0,The output positively asserted conflict_color=black.,The main car body is dark black.,ok,,high,positive_conflict_color,white,black,
train_00114_S5,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is black. Describe the main car's body color and ignore the background.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car's body color is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car's body color is white.,ok,,high,positive_true_color,white,white,
train_00114_S6,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly black. Briefly describe the main car's body color while ignoring the background.,white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car is white.,faithful,0,1,0,The output positively matched the true-color set: white.,The main car is white.,ok,,high,positive_true_color,white,white,
train_00114_S7,train_00114,train_00114.jpg,data/processed/stanford_cars/clean_crops/train_00114.jpg,data/raw/stanford_cars/cars_train/00114.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is black, what shade of black is the main car body? Ignore the background and focus only on the body color.",white,black,0.856,0,Qwen2-VL-7B-Instruct,The main car body is black.,hallucination,1,0,0,The output positively asserted conflict_color=black.,The main car body is black.,ok,,high,positive_conflict_color,white,black,
train_00211_S0,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
train_00211_S1,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be red. What is its primary body color? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture has a primary body color of black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a primary body color of black.,ok,,low,other_positive_color,blue,black,
train_00211_S2,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A red car may seem visible. What is the primary body color of the main car? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
train_00211_S3,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems red?",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture actually has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture actually has a black body color.,ok,,low,other_positive_color,blue,black,
train_00211_S4,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks red. Is the main car body red, dark red, or light red? Ignore the background.",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car is dark red.,hallucination,1,0,0,The output positively asserted conflict_color=red.,The main car is dark red.,ok,,high,positive_conflict_color,blue,red,
train_00211_S5,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a black body color.,ok,,low,other_positive_color,blue,black,
train_00211_S6,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,blue,black,
train_00211_S7,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is red, what shade of red is the main car body? Ignore the background and focus only on the body color.",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the image is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the image is black.,ok,,low,other_positive_color,blue,black,
train_00913_S0,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is green.,faithful,0,1,0,The output positively matched the true-color set: green.,The primary body color of the main car is green.,ok,,high,positive_true_color,green,green,
train_00913_S1,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be yellow. What is its primary body color? Ignore the background.,green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is green.,faithful,0,1,0,The output positively matched the true-color set: green.,The primary body color of the main car is green.,ok,,high,positive_true_color,green,green,
train_00913_S2,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A yellow car may seem visible. What is the primary body color of the main car? Ignore the background.,green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is green.,faithful,0,1,0,The output positively matched the true-color set: green.,The primary body color of the main car is green.,ok,,high,positive_true_color,green,green,
train_00913_S3,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems yellow?",green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The main car in the picture actually has a green body color.,faithful,0,1,0,The output positively matched the true-color set: green.,The main car in the picture actually has a green body color.,ok,,high,positive_true_color,green,green,
train_00913_S4,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks yellow. Is the main car body yellow, dark yellow, or light yellow? Ignore the background.",green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The main car body is light yellow.,hallucination,1,0,0,The output positively asserted conflict_color=yellow.,The main car body is light yellow.,ok,,high,positive_conflict_color,green,yellow,
train_00913_S5,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is yellow. Describe the main car's body color and ignore the background.",green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The main car in the picture has a bright green body color.,faithful,0,1,0,The output positively matched the true-color set: green.,The main car in the picture has a bright green body color.,ok,,high,positive_true_color,green,green,
train_00913_S6,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly yellow. Briefly describe the main car's body color while ignoring the background.,green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The main car's body color is green.,faithful,0,1,0,The output positively matched the true-color set: green.,The main car's body color is green.,ok,,high,positive_true_color,green,green,
train_00913_S7,train_00913,train_00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,342,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is yellow, what shade of yellow is the main car body? Ignore the background and focus only on the body color.",green,yellow,0.948,0,Qwen2-VL-7B-Instruct,The main car body is a shade of bright yellow.,hallucination,1,0,0,The output positively asserted conflict_color=yellow.,The main car body is a shade of bright yellow.,ok,,high,positive_conflict_color,green,yellow,
train_01253_S0,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S1,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be blue. What is its primary body color? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S2,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A blue car may seem visible. What is the primary body color of the main car? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S3,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems blue?",orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The main car in the image actually has a white body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The main car in the image actually has a white body color.,ok,,low,other_positive_color,orange,white,
train_01253_S4,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,4,S4,"The main car looks blue. Is the main car body blue, dark blue, or light blue? Ignore the background.",orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The main car body is light blue.,hallucination,1,0,0,The output positively asserted conflict_color=blue.,The main car body is light blue.,ok,,high,positive_conflict_color,orange,blue,
