sample_id,image_id,file_name,image_path,original_image_path,experiment_type,dataset_name,target_object,attribute_type,truth_source,true_color,acceptable_true_colors,conflict_color,condition_family,condition_name,condition_index,prompt_template_version,prompt_text,expected_output_space,expected_output_map,include_in_primary_main_analysis,source_dataset,notes,robustness_variant,robustness_variant_label,model_key,model_name,checkpoint_name,precision,device,device_map,batch_size,elapsed_seconds,raw_output,status,error,prompt_level
vcor_test_blue_2ed5dd359b__C3_v3,vcor_test_blue_2ed5dd359b,vcor_test_blue_2ed5dd359b.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_2ed5dd359b.jpg,data_external/vcor_raw/vcor_extracted/test/blue/2ed5dd359b.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=17; quality_score=5.0285; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.8147,blue,ok,,
vcor_test_blue_3295d5f0b2__C3_v2,vcor_test_blue_3295d5f0b2,vcor_test_blue_3295d5f0b2.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3295d5f0b2.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3295d5f0b2.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.0632,blue,ok,,
vcor_test_blue_3295d5f0b2__C3_v3,vcor_test_blue_3295d5f0b2,vcor_test_blue_3295d5f0b2.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3295d5f0b2.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3295d5f0b2.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.0714,blue,ok,,
vcor_test_blue_3ecce0aebe__C3_v2,vcor_test_blue_3ecce0aebe,vcor_test_blue_3ecce0aebe.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3ecce0aebe.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3ecce0aebe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.3819,blue,ok,,
vcor_test_blue_3ecce0aebe__C3_v3,vcor_test_blue_3ecce0aebe,vcor_test_blue_3ecce0aebe.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3ecce0aebe.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3ecce0aebe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.3712,blue,ok,,
vcor_test_blue_4bd0b372d6__C3_v2,vcor_test_blue_4bd0b372d6,vcor_test_blue_4bd0b372d6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_4bd0b372d6.jpg,data_external/vcor_raw/vcor_extracted/test/blue/4bd0b372d6.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.9576,blue,ok,,
vcor_test_blue_4bd0b372d6__C3_v3,vcor_test_blue_4bd0b372d6,vcor_test_blue_4bd0b372d6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_4bd0b372d6.jpg,data_external/vcor_raw/vcor_extracted/test/blue/4bd0b372d6.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.9674,blue,ok,,
vcor_test_blue_528678178d__C3_v2,vcor_test_blue_528678178d,vcor_test_blue_528678178d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_528678178d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/528678178d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7818,blue,ok,,
vcor_test_blue_528678178d__C3_v3,vcor_test_blue_528678178d,vcor_test_blue_528678178d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_528678178d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/528678178d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7686,blue,ok,,
vcor_test_blue_5a03349e96__C3_v2,vcor_test_blue_5a03349e96,vcor_test_blue_5a03349e96.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_5a03349e96.jpg,data_external/vcor_raw/vcor_extracted/test/blue/5a03349e96.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,3.8670,blue,ok,,
vcor_test_blue_5a03349e96__C3_v3,vcor_test_blue_5a03349e96,vcor_test_blue_5a03349e96.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_5a03349e96.jpg,data_external/vcor_raw/vcor_extracted/test/blue/5a03349e96.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,4.0385,blue,ok,,
vcor_test_blue_624884baee__C3_v2,vcor_test_blue_624884baee,vcor_test_blue_624884baee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_624884baee.jpg,data_external/vcor_raw/vcor_extracted/test/blue/624884baee.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.2968,blue,ok,,
vcor_test_blue_624884baee__C3_v3,vcor_test_blue_624884baee,vcor_test_blue_624884baee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_624884baee.jpg,data_external/vcor_raw/vcor_extracted/test/blue/624884baee.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.2890,blue,ok,,
vcor_test_blue_66484bd07d__C3_v2,vcor_test_blue_66484bd07d,vcor_test_blue_66484bd07d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_66484bd07d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/66484bd07d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=34; quality_score=4.8721; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7886,blue,ok,,
vcor_test_blue_66484bd07d__C3_v3,vcor_test_blue_66484bd07d,vcor_test_blue_66484bd07d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_66484bd07d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/66484bd07d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=34; quality_score=4.8721; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7703,blue,ok,,
vcor_test_blue_6e40005f44__C3_v2,vcor_test_blue_6e40005f44,vcor_test_blue_6e40005f44.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6e40005f44.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6e40005f44.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=16; quality_score=5.0317; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.2122,blue,ok,,
vcor_test_blue_6e40005f44__C3_v3,vcor_test_blue_6e40005f44,vcor_test_blue_6e40005f44.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6e40005f44.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6e40005f44.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=16; quality_score=5.0317; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.1961,blue,ok,,
vcor_test_blue_6f138e9672__C3_v2,vcor_test_blue_6f138e9672,vcor_test_blue_6f138e9672.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6f138e9672.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6f138e9672.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,manual_swap_in_after_user_removal; prior_auto_rank=55; quality_score=4.7767; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.1928,blue,ok,,
vcor_test_blue_6f138e9672__C3_v3,vcor_test_blue_6f138e9672,vcor_test_blue_6f138e9672.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6f138e9672.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6f138e9672.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,manual_swap_in_after_user_removal; prior_auto_rank=55; quality_score=4.7767; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,2.2109,blue,ok,,
vcor_test_blue_7051854ce1__C3_v2,vcor_test_blue_7051854ce1,vcor_test_blue_7051854ce1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7051854ce1.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7051854ce1.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7650,blue,ok,,
vcor_test_blue_7051854ce1__C3_v3,vcor_test_blue_7051854ce1,vcor_test_blue_7051854ce1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7051854ce1.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7051854ce1.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7879,blue,ok,,
vcor_test_blue_7fac0b4920__C3_v2,vcor_test_blue_7fac0b4920,vcor_test_blue_7fac0b4920.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7fac0b4920.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7fac0b4920.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7809,blue,ok,,
vcor_test_blue_7fac0b4920__C3_v3,vcor_test_blue_7fac0b4920,vcor_test_blue_7fac0b4920.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7fac0b4920.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7fac0b4920.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v3,"The prompt says the main car is red. Looking at the image, which primary body color does the main car actually have? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen,C3_v3,C3_v3,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.7696,blue,ok,,
vcor_test_blue_8ce9baa05a__C3_v2,vcor_test_blue_8ce9baa05a,vcor_test_blue_8ce9baa05a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_8ce9baa05a.jpg,data_external/vcor_raw/vcor_extracted/test/blue/8ce9baa05a.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,blue,,red,primary,C3_presupposition_correction_allowed,3,primary_conditions_v2_strict_colors__C3_v2,"Someone describes the main car as red. Based on the image, what is the main car's actual primary body color? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=6; quality_score=5.1672; secondary_car_interference,C3_v2,C3_v2,qwen2vl7b,Qwen2-VL-7B-Instruct,Qwen/Qwen2-VL-7B-Instruct,bfloat16,cuda:0+cpu_offload,auto,1,1.8648,blue,ok,,
