image_id,file_name,source_dataset,source_split,source_path,original_path,cropped_path,true_color,conflict_color,truth_source,review_status,review_notes,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,selection_version,selection_bucket,selection_rank,exclusion_reason,notes
vcor_test_blue_3ecce0aebe,vcor_test_blue_3ecce0aebe.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3ecce0aebe.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3ecce0aebe.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3ecce0aebe.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,16,,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen
vcor_test_blue_4bd0b372d6,vcor_test_blue_4bd0b372d6.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4bd0b372d6.jpg,data_external/vcor_raw/vcor_extracted/test/blue/4bd0b372d6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_4bd0b372d6.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,17,,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen
vcor_test_blue_528678178d,vcor_test_blue_528678178d.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/528678178d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/528678178d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_528678178d.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,18,,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen
vcor_test_blue_5a03349e96,vcor_test_blue_5a03349e96.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5a03349e96.jpg,data_external/vcor_raw/vcor_extracted/test/blue/5a03349e96.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_5a03349e96.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,19,,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen
vcor_test_blue_624884baee,vcor_test_blue_624884baee.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/624884baee.jpg,data_external/vcor_raw/vcor_extracted/test/blue/624884baee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_624884baee.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,20,,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen
vcor_test_blue_66484bd07d,vcor_test_blue_66484bd07d.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/66484bd07d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/66484bd07d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_66484bd07d.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=34; quality_score=4.8721; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,21,,auto_keep_rank=34; quality_score=4.8721; passes_auto_screen
vcor_test_blue_6e40005f44,vcor_test_blue_6e40005f44.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6e40005f44.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6e40005f44.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6e40005f44.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=16; quality_score=5.0317; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,22,,auto_keep_rank=16; quality_score=5.0317; passes_auto_screen
vcor_test_blue_6f138e9672,vcor_test_blue_6f138e9672.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6f138e9672.jpg,data_external/vcor_raw/vcor_extracted/test/blue/6f138e9672.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6f138e9672.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,manual_swap_in_after_user_removal; prior_auto_rank=55; quality_score=4.7767; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,23,,manual_swap_in_after_user_removal; prior_auto_rank=55; quality_score=4.7767; passes_auto_screen
vcor_test_blue_7051854ce1,vcor_test_blue_7051854ce1.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/7051854ce1.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7051854ce1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7051854ce1.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,24,,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference
vcor_test_blue_7fac0b4920,vcor_test_blue_7fac0b4920.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/7fac0b4920.jpg,data_external/vcor_raw/vcor_extracted/test/blue/7fac0b4920.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7fac0b4920.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,25,,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen
vcor_test_blue_8ce9baa05a,vcor_test_blue_8ce9baa05a.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/8ce9baa05a.jpg,data_external/vcor_raw/vcor_extracted/test/blue/8ce9baa05a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_8ce9baa05a.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=6; quality_score=5.1672; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,26,,auto_keep_rank=6; quality_score=5.1672; secondary_car_interference
vcor_test_blue_8e17baacd6,vcor_test_blue_8e17baacd6.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/8e17baacd6.jpg,data_external/vcor_raw/vcor_extracted/test/blue/8e17baacd6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_8e17baacd6.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=36; quality_score=4.8647; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,27,,auto_keep_rank=36; quality_score=4.8647; secondary_car_interference
vcor_test_blue_9200c2982f,vcor_test_blue_9200c2982f.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/9200c2982f.jpg,data_external/vcor_raw/vcor_extracted/test/blue/9200c2982f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_9200c2982f.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=23; quality_score=4.9724; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,28,,auto_keep_rank=23; quality_score=4.9724; passes_auto_screen
vcor_test_blue_99ae7c4d7d,vcor_test_blue_99ae7c4d7d.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/99ae7c4d7d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/99ae7c4d7d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_99ae7c4d7d.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=8; quality_score=5.1153; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,29,,auto_keep_rank=8; quality_score=5.1153; passes_auto_screen
vcor_test_blue_a230706e1a,vcor_test_blue_a230706e1a.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/a230706e1a.jpg,data_external/vcor_raw/vcor_extracted/test/blue/a230706e1a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_a230706e1a.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=32; quality_score=4.8982; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,30,,auto_keep_rank=32; quality_score=4.8982; passes_auto_screen
vcor_test_blue_a904a0e1f0,vcor_test_blue_a904a0e1f0.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/a904a0e1f0.jpg,data_external/vcor_raw/vcor_extracted/test/blue/a904a0e1f0.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_a904a0e1f0.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=24; quality_score=4.9611; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,31,,auto_keep_rank=24; quality_score=4.9611; passes_auto_screen
vcor_test_blue_afa95cafee,vcor_test_blue_afa95cafee.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/afa95cafee.jpg,data_external/vcor_raw/vcor_extracted/test/blue/afa95cafee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_afa95cafee.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=27; quality_score=4.9199; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,32,,auto_keep_rank=27; quality_score=4.9199; passes_auto_screen
vcor_test_blue_bea85de80f,vcor_test_blue_bea85de80f.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/bea85de80f.jpg,data_external/vcor_raw/vcor_extracted/test/blue/bea85de80f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_bea85de80f.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=15; quality_score=5.0380; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,33,,auto_keep_rank=15; quality_score=5.0380; secondary_car_interference
vcor_test_blue_d21e577bac,vcor_test_blue_d21e577bac.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/d21e577bac.jpg,data_external/vcor_raw/vcor_extracted/test/blue/d21e577bac.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_d21e577bac.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=12; quality_score=5.0808; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,34,,auto_keep_rank=12; quality_score=5.0808; secondary_car_interference
vcor_test_blue_e2ac47204e,vcor_test_blue_e2ac47204e.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/e2ac47204e.jpg,data_external/vcor_raw/vcor_extracted/test/blue/e2ac47204e.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_e2ac47204e.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=1; quality_score=5.3848; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,35,,auto_keep_rank=1; quality_score=5.3848; passes_auto_screen
vcor_test_blue_eb2a67aa77,vcor_test_blue_eb2a67aa77.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/eb2a67aa77.jpg,data_external/vcor_raw/vcor_extracted/test/blue/eb2a67aa77.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_eb2a67aa77.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=14; quality_score=5.0679; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,36,,auto_keep_rank=14; quality_score=5.0679; passes_auto_screen
vcor_test_blue_f16b8bdfe1,vcor_test_blue_f16b8bdfe1.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/f16b8bdfe1.jpg,data_external/vcor_raw/vcor_extracted/test/blue/f16b8bdfe1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_f16b8bdfe1.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=9; quality_score=5.0964; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,37,,auto_keep_rank=9; quality_score=5.0964; passes_auto_screen
vcor_test_blue_f82d02d665,vcor_test_blue_f82d02d665.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/f82d02d665.jpg,data_external/vcor_raw/vcor_extracted/test/blue/f82d02d665.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_f82d02d665.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=35; quality_score=4.8661; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,38,,auto_keep_rank=35; quality_score=4.8661; passes_auto_screen
vcor_test_blue_fc064ceb5d,vcor_test_blue_fc064ceb5d.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/fc064ceb5d.jpg,data_external/vcor_raw/vcor_extracted/test/blue/fc064ceb5d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_fc064ceb5d.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=21; quality_score=4.9898; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,39,,auto_keep_rank=21; quality_score=4.9898; passes_auto_screen
vcor_test_blue_fc0797898c,vcor_test_blue_fc0797898c.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/fc0797898c.jpg,data_external/vcor_raw/vcor_extracted/test/blue/fc0797898c.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_fc0797898c.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=10; quality_score=5.0879; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,40,,auto_keep_rank=10; quality_score=5.0879; passes_auto_screen
vcor_train_blue_0147c6e1ca,vcor_train_blue_0147c6e1ca.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0147c6e1ca.jpg,data_external/vcor_raw/vcor_extracted/train/blue/0147c6e1ca.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0147c6e1ca.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=7; quality_score=5.1273; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,41,,auto_keep_rank=7; quality_score=5.1273; passes_auto_screen
vcor_train_blue_01b4202a1f,vcor_train_blue_01b4202a1f.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/01b4202a1f.jpg,data_external/vcor_raw/vcor_extracted/train/blue/01b4202a1f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_01b4202a1f.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=28; quality_score=4.9156; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,42,,auto_keep_rank=28; quality_score=4.9156; passes_auto_screen
vcor_train_blue_01bcc025c5,vcor_train_blue_01bcc025c5.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/01bcc025c5.jpg,data_external/vcor_raw/vcor_extracted/train/blue/01bcc025c5.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_01bcc025c5.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=26; quality_score=4.9336; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,43,,auto_keep_rank=26; quality_score=4.9336; passes_auto_screen
vcor_train_blue_0810fc4a63,vcor_train_blue_0810fc4a63.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0810fc4a63.jpg,data_external/vcor_raw/vcor_extracted/train/blue/0810fc4a63.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0810fc4a63.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=13; quality_score=5.0795; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,44,,auto_keep_rank=13; quality_score=5.0795; passes_auto_screen
vcor_train_blue_09f5ffc371,vcor_train_blue_09f5ffc371.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/09f5ffc371.jpg,data_external/vcor_raw/vcor_extracted/train/blue/09f5ffc371.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_09f5ffc371.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=5; quality_score=5.1721; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,45,,auto_keep_rank=5; quality_score=5.1721; passes_auto_screen
vcor_train_blue_0d54ffef81,vcor_train_blue_0d54ffef81.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0d54ffef81.jpg,data_external/vcor_raw/vcor_extracted/train/blue/0d54ffef81.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0d54ffef81.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=22; quality_score=4.9765; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,46,,auto_keep_rank=22; quality_score=4.9765; passes_auto_screen
vcor_train_blue_0edc87db56,vcor_train_blue_0edc87db56.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0edc87db56.jpg,data_external/vcor_raw/vcor_extracted/train/blue/0edc87db56.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0edc87db56.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=30; quality_score=4.9110; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,47,,auto_keep_rank=30; quality_score=4.9110; passes_auto_screen
vcor_train_blue_0fa44a4a43,vcor_train_blue_0fa44a4a43.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0fa44a4a43.jpg,data_external/vcor_raw/vcor_extracted/train/blue/0fa44a4a43.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0fa44a4a43.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=4; quality_score=5.2053; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,48,,auto_keep_rank=4; quality_score=5.2053; passes_auto_screen
vcor_test_green_0ab0ae24e8,vcor_test_green_0ab0ae24e8.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0ab0ae24e8.jpg,data_external/vcor_raw/vcor_extracted/test/green/0ab0ae24e8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0ab0ae24e8.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=10; quality_score=4.7532; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,49,,auto_keep_rank=10; quality_score=4.7532; passes_auto_screen
vcor_test_green_0b5c800dd8,vcor_test_green_0b5c800dd8.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0b5c800dd8.jpg,data_external/vcor_raw/vcor_extracted/test/green/0b5c800dd8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0b5c800dd8.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=18; quality_score=4.6979; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,50,,auto_keep_rank=18; quality_score=4.6979; passes_auto_screen
vcor_test_green_0be657cf88,vcor_test_green_0be657cf88.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0be657cf88.jpg,data_external/vcor_raw/vcor_extracted/test/green/0be657cf88.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0be657cf88.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=41; quality_score=4.5069; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,51,,auto_keep_rank=41; quality_score=4.5069; passes_auto_screen
vcor_test_green_17632bf148,vcor_test_green_17632bf148.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/17632bf148.jpg,data_external/vcor_raw/vcor_extracted/test/green/17632bf148.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_17632bf148.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=12; quality_score=4.7508; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,52,,auto_keep_rank=12; quality_score=4.7508; passes_auto_screen
vcor_test_green_1d7f565673,vcor_test_green_1d7f565673.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1d7f565673.jpg,data_external/vcor_raw/vcor_extracted/test/green/1d7f565673.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d7f565673.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=19; quality_score=4.6914; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,53,,auto_keep_rank=19; quality_score=4.6914; passes_auto_screen
vcor_test_green_31745746a1,vcor_test_green_31745746a1.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/31745746a1.jpg,data_external/vcor_raw/vcor_extracted/test/green/31745746a1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31745746a1.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=42; quality_score=4.5028; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,54,,auto_keep_rank=42; quality_score=4.5028; passes_auto_screen
vcor_test_green_31d0875a34,vcor_test_green_31d0875a34.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/31d0875a34.jpg,data_external/vcor_raw/vcor_extracted/test/green/31d0875a34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31d0875a34.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=39; quality_score=4.5206; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,55,,auto_keep_rank=39; quality_score=4.5206; passes_auto_screen
vcor_test_green_4628d52721,vcor_test_green_4628d52721.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4628d52721.jpg,data_external/vcor_raw/vcor_extracted/test/green/4628d52721.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4628d52721.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=23; quality_score=4.6692; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,56,,auto_keep_rank=23; quality_score=4.6692; passes_auto_screen
vcor_test_green_50bb5f0abc,vcor_test_green_50bb5f0abc.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/50bb5f0abc.jpg,data_external/vcor_raw/vcor_extracted/test/green/50bb5f0abc.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_50bb5f0abc.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=34; quality_score=4.5518; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,57,,auto_keep_rank=34; quality_score=4.5518; passes_auto_screen
vcor_test_green_566c05bf37,vcor_test_green_566c05bf37.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/566c05bf37.jpg,data_external/vcor_raw/vcor_extracted/test/green/566c05bf37.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_566c05bf37.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=46; quality_score=4.4525; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,58,,auto_keep_rank=46; quality_score=4.4525; secondary_car_interference
vcor_test_green_5cf2f60e34,vcor_test_green_5cf2f60e34.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5cf2f60e34.jpg,data_external/vcor_raw/vcor_extracted/test/green/5cf2f60e34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5cf2f60e34.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=36; quality_score=4.5504; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,59,,auto_keep_rank=36; quality_score=4.5504; passes_auto_screen
vcor_test_green_601d951b4f,vcor_test_green_601d951b4f.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/601d951b4f.jpg,data_external/vcor_raw/vcor_extracted/test/green/601d951b4f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_601d951b4f.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=48; quality_score=4.4429; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,60,,auto_keep_rank=48; quality_score=4.4429; secondary_car_interference
vcor_test_green_650c865454,vcor_test_green_650c865454.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/650c865454.jpg,data_external/vcor_raw/vcor_extracted/test/green/650c865454.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_650c865454.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=44; quality_score=4.4624; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,61,,auto_keep_rank=44; quality_score=4.4624; passes_auto_screen
vcor_test_green_7ba7376d2b,vcor_test_green_7ba7376d2b.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7ba7376d2b.jpg,data_external/vcor_raw/vcor_extracted/test/green/7ba7376d2b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7ba7376d2b.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=6; quality_score=4.8018; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,62,,auto_keep_rank=6; quality_score=4.8018; passes_auto_screen
vcor_test_green_7fdecd10a4,vcor_test_green_7fdecd10a4.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7fdecd10a4.jpg,data_external/vcor_raw/vcor_extracted/test/green/7fdecd10a4.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7fdecd10a4.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=7; quality_score=4.7880; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,63,,auto_keep_rank=7; quality_score=4.7880; passes_auto_screen
vcor_test_green_90f22d323f,vcor_test_green_90f22d323f.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/90f22d323f.jpg,data_external/vcor_raw/vcor_extracted/test/green/90f22d323f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_90f22d323f.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=40; quality_score=4.5129; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,64,,auto_keep_rank=40; quality_score=4.5129; passes_auto_screen
vcor_test_green_9b53ab52fa,vcor_test_green_9b53ab52fa.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9b53ab52fa.jpg,data_external/vcor_raw/vcor_extracted/test/green/9b53ab52fa.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9b53ab52fa.jpg,green,yellow,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=20; quality_score=4.6812; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_green,65,,auto_keep_rank=20; quality_score=4.6812; passes_auto_screen
