sample_id,image_id,file_name,image_path,width,height,contains_dog,num_annotations,experiment_type,prompt_level,prompt_code,conflict_strength,prompt_text,expected_answer,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes
506178_S0,506178,000000506178.jpg,data/selected_images/no_dog_sample_50/000000506178.jpg,375,500,0,5,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
506178_S1,506178,000000506178.jpg,data/selected_images/no_dog_sample_50/000000506178.jpg,375,500,0,5,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
506178_S2,506178,000000506178.jpg,data/selected_images/no_dog_sample_50/000000506178.jpg,375,500,0,5,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
506178_S3,506178,000000506178.jpg,data/selected_images/no_dog_sample_50/000000506178.jpg,375,500,0,5,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
519522_S0,519522,000000519522.jpg,data/selected_images/no_dog_sample_50/000000519522.jpg,427,640,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
519522_S1,519522,000000519522.jpg,data/selected_images/no_dog_sample_50/000000519522.jpg,427,640,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
519522_S2,519522,000000519522.jpg,data/selected_images/no_dog_sample_50/000000519522.jpg,427,640,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
519522_S3,519522,000000519522.jpg,data/selected_images/no_dog_sample_50/000000519522.jpg,427,640,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
559547_S0,559547,000000559547.jpg,data/selected_images/no_dog_sample_50/000000559547.jpg,640,491,0,6,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
559547_S1,559547,000000559547.jpg,data/selected_images/no_dog_sample_50/000000559547.jpg,640,491,0,6,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
559547_S2,559547,000000559547.jpg,data/selected_images/no_dog_sample_50/000000559547.jpg,640,491,0,6,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
559547_S3,559547,000000559547.jpg,data/selected_images/no_dog_sample_50/000000559547.jpg,640,491,0,6,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
